"persid","hhid","age_band","age_group","age_group_2","sex","work_status","work_full","study_full","occupation_cat","industry_cat","TRAVYEAR","REGION","SA1_CODE_2021","participant_wt","ses"
"90311/1000",90311,"50-54 years",12,52,"female","employed","Yes",NA,"Clerical and Administrative Worker","Education and Training",2021,"Greater Brisbane","30504113208",484.974609375,"10"
"90311/1001",90311,"55-59 years",13,57,"male","employed","Yes",NA,"Professional","Mining",2021,"Greater Brisbane","30504113208",532.142456054688,"10"
"90311/1002",90311,"20-24 years",6,22,"male","employed","Yes",NA,"Professional","Construction",2021,"Greater Brisbane","30504113208",967.1748046875,"10"
"90311/1003",90311,"20-24 years",6,22,"female","employed","No","Full time","Community and Personal Service Workers","Health Care and Social Assistance",2021,"Greater Brisbane","30504113208",856.685302734375,"10"
"90314/1000",90314,"60-64 years",14,62,"male","unemployed","No",NA,"Not in Work Force","Not in Work Force",2021,"Greater Brisbane","30504113208",407.964630126953,"10"
"90314/1001",90314,"60-64 years",14,62,"female","unemployed","No",NA,"Not in Work Force","Not in Work Force",2021,"Greater Brisbane","30504113208",437.736572265625,"10"
"90318/1000",90318,"25-29 years",7,27,"female","employed","Yes",NA,"Professional","Education and Training",2021,"Greater Brisbane","30504113208",1022.24871826172,"10"
"90318/1001",90318,"25-29 years",7,27,"male","employed","Yes","Part time","Professional","Financial and Insurance Services",2021,"Greater Brisbane","30504113208",980.261657714844,"10"
"90322/1000",90322,"45-49 years",11,47,"male","unemployed","No",NA,"Not in Work Force","Not in Work Force",2021,"Greater Brisbane","30504113208",455.289733886719,"10"
"90322/1001",90322,"65-69 years",15,67,"female","unemployed","No",NA,"Not in Work Force","Not in Work Force",2021,"Greater Brisbane","30504113208",304.822784423828,"10"
"90325/1000",90325,"90-94 years",19,92,"female","unemployed","No",NA,"Not in Work Force","Not in Work Force",2021,"Greater Brisbane","30504113208",537.454650878906,"10"
"90326/1000",90326,"50-54 years",12,52,"female","employed","Yes",NA,"Professional","Education and Training",2021,"Greater Brisbane","30504113208",484.974609375,"10"
"90326/1001",90326,"50-54 years",12,52,"male","employed","Yes",NA,"Professional","Professional, Scientific and Technical Services",2021,"Greater Brisbane","30504113208",488.224273681641,"10"
"90326/1002",90326,"20-24 years",6,22,"female","employed","Yes",NA,"Professional","Information Media and Telecommunications",2021,"Greater Brisbane","30504113208",856.685302734375,"10"
"90326/1003",90326,"15-19 years",5,17,"female","unemployed","No","Full time","Not in Work Force","Not in Work Force",2021,"Greater Brisbane","30504113208",456.759735107422,"10"
"90328/1000",90328,"65-69 years",15,67,"male","unemployed","No",NA,"Not in Work Force","Not in Work Force",2021,"Greater Brisbane","30504113208",351.451293945312,"10"
"90328/1001",90328,"65-69 years",15,67,"female","employed","Yes",NA,"Managers","Education and Training",2021,"Greater Brisbane","30504113208",304.822784423828,"10"
"90329/1000",90329,"40-44 years",10,42,"male","employed","Yes",NA,"Professional","Education and Training",2021,"Greater Brisbane","30504113208",554.12841796875,"10"
"90329/1001",90329,"50-54 years",12,52,"female","employed","Yes",NA,"Clerical and Administrative Worker","Education and Training",2021,"Greater Brisbane","30504113208",484.974609375,"10"
"90331/1000",90331,"70-74 years",16,72,"male","unemployed","No",NA,"Not in Work Force","Not in Work Force",2021,"Greater Brisbane","30504113208",368.036743164062,"10"
"90331/1001",90331,"70-74 years",16,72,"female","unemployed","No",NA,"Not in Work Force","Not in Work Force",2021,"Greater Brisbane","30504113208",410.921569824219,"10"
"90332/1000",90332,"55-59 years",13,57,"male","employed","Yes",NA,"Professional","Information Media and Telecommunications",2021,"Greater Brisbane","30504113208",768.28955078125,"10"
"90332/1001",90332,"55-59 years",13,57,"female","employed","No",NA,"Clerical and Administrative Worker","Rental, Hiring and Real Estate Services",2021,"Greater Brisbane","30504113208",729.069885253906,"10"
"90332/1002",90332,"25-29 years",7,27,"female","employed","No",NA,"Sales Workers","Rental, Hiring and Real Estate Services",2021,"Greater Brisbane","30504113208",1591.18872070312,"10"
"90332/1003",90332,"30-34 years",8,32,"male","employed","Yes",NA,"Sales Workers","Rental, Hiring and Real Estate Services",2021,"Greater Brisbane","30504113208",1285.00427246094,"10"
"90336/1000",90336,"35-39 years",9,37,"male","employed","Yes","Part time","Professional","Education and Training",2021,"Greater Brisbane","30504113208",670.438781738281,"10"
"90336/1001",90336,"30-34 years",8,32,"female","employed","No",NA,"Professional","Education and Training",2021,"Greater Brisbane","30504113208",718.065612792969,"10"
"90337/1000",90337,"60-64 years",14,62,"male","unemployed","No",NA,"Not in Work Force","Not in Work Force",2021,"Greater Brisbane","30504113208",407.964630126953,"10"
"90337/1001",90337,"85-89 years",19,87,"female","unemployed","No",NA,"Not in Work Force","Not in Work Force",2021,"Greater Brisbane","30504113208",496.336608886719,"10"
"90338/1000",90338,"55-59 years",13,57,"female","employed","Yes",NA,"Professional","Agriculture, Forestry and Fishing",2021,"Greater Brisbane","30504113208",468.386108398438,"10"
"90338/1001",90338,"20-24 years",6,22,"male","employed","No","Part time","Professional","Agriculture, Forestry and Fishing",2021,"Greater Brisbane","30504113208",897.091674804688,"10"
"90339/1000",90339,"60-64 years",14,62,"female","employed","No",NA,"Clerical and Administrative Worker","Health Care and Social Assistance",2021,"Greater Brisbane","30504113208",437.736572265625,"10"
"90339/1001",90339,"60-64 years",14,62,"male","unemployed","No",NA,"Not in Work Force","Not in Work Force",2021,"Greater Brisbane","30504113208",407.964630126953,"10"
"90341/1000",90341,"65-69 years",15,67,"female","unemployed","No",NA,"Not in Work Force","Not in Work Force",2021,"Greater Brisbane","31003128745",101.395683288574,"3"
"90341/1001",90341,"65-69 years",15,67,"male","unemployed","No",NA,"Not in Work Force","Not in Work Force",2021,"Greater Brisbane","31003128745",141.843811035156,"3"
"90343/1000",90343,"70-74 years",16,72,"female","unemployed","No",NA,"Not in Work Force","Not in Work Force",2021,"Greater Brisbane","31003128745",119.05738067627,"3"
"90343/1001",90343,"75-79 years",17,77,"male","unemployed","No",NA,"Not in Work Force","Not in Work Force",2021,"Greater Brisbane","31003128745",94.0405426025391,"3"
"90344/1000",90344,"45-49 years",11,47,"male","employed","Yes",NA,"Machinery Operators and Drivers","Transport, Postal and Warehousing",2021,"Greater Brisbane","31003128745",171.093643188477,"3"
"90344/1001",90344,"55-59 years",13,57,"female","employed","No",NA,"Labourers","Other Services",2021,"Greater Brisbane","31003128745",176.243804931641,"3"
"90344/1002",90344,"25-29 years",7,27,"male","employed","Yes",NA,"Professional","Health Care and Social Assistance",2021,"Greater Brisbane","31003128745",228.088623046875,"3"
"90345/1000",90345,"85-89 years",19,87,"male","unemployed","No",NA,"Not in Work Force","Not in Work Force",2021,"Greater Brisbane","31003128745",52.3616409301758,"3"
"90346/1000",90346,"60-64 years",14,62,"male","employed","Yes",NA,"Machinery Operators and Drivers","Transport, Postal and Warehousing",2021,"Greater Brisbane","31003128745",147.764495849609,"3"
"90346/1001",90346,"55-59 years",13,57,"female","unemployed","No",NA,"Not in Work Force","Not in Work Force",2021,"Greater Brisbane","31003128745",176.243804931641,"3"
"90346/1002",90346,"20-24 years",6,22,"male","employed","Yes",NA,"Labourers","Construction",2021,"Greater Brisbane","31003128745",233.046676635742,"3"
"90347/1000",90347,"55-59 years",13,57,"female","unemployed","No",NA,"Not in Work Force","Not in Work Force",2021,"Greater Brisbane","31003128745",151.029312133789,"3"
"90347/1001",90347,"60-64 years",14,62,"male","unemployed","No",NA,"Not in Work Force","Not in Work Force",2021,"Greater Brisbane","31003128745",126.624420166016,"3"
"90348/1000",90348,"65-69 years",15,67,"female","unemployed","No",NA,"Not in Work Force","Not in Work Force",2021,"Greater Brisbane","31003128745",101.395683288574,"3"
"90348/1001",90348,"75-79 years",17,77,"male","unemployed","No",NA,"Not in Work Force","Not in Work Force",2021,"Greater Brisbane","31003128745",94.0405426025391,"3"
"90349/1000",90349,"55-59 years",13,57,"male","employed","Yes",NA,"Technicians and Trades Worker","Manufacturing",2021,"Greater Brisbane","31003128745",185.705001831055,"3"
"90349/1001",90349,"55-59 years",13,57,"female","employed","Yes",NA,"Professional","Health Care and Social Assistance",2021,"Greater Brisbane","31003128745",176.243804931641,"3"
"90349/1002",90349,"20-24 years",6,22,"male","unemployed","No","Full time","Not in Work Force","Not in Work Force",2021,"Greater Brisbane","31003128745",233.046676635742,"3"
"90351/1000",90351,"70-74 years",16,72,"female","unemployed","No",NA,"Not in Work Force","Not in Work Force",2021,"Greater Brisbane","31003128745",119.05738067627,"3"
"90351/1001",90351,"75-79 years",17,77,"male","unemployed","No",NA,"Not in Work Force","Not in Work Force",2021,"Greater Brisbane","31003128745",94.0405426025391,"3"
"90353/1000",90353,"65-69 years",15,67,"female","employed","No",NA,"Managers","Health Care and Social Assistance",2021,"Greater Brisbane","31003128745",101.395683288574,"3"
"90353/1001",90353,"60-64 years",14,62,"male","employed","Yes",NA,"Managers","Electricity, Gas, Water and Waste Services",2021,"Greater Brisbane","31003128745",126.624420166016,"3"
"90354/1000",90354,"80-84 years",18,82,"female","unemployed","No",NA,"Not in Work Force","Not in Work Force",2021,"Greater Brisbane","31003128745",115.143058776855,"3"
"90355/1000",90355,"50-54 years",12,52,"female","employed","Yes",NA,"Labourers","Other Services",2021,"Greater Brisbane","31003128745",181.629013061523,"3"
"90355/1001",90355,"30-34 years",8,32,"male","unemployed","No",NA,"Not in Work Force","Not in Work Force",2021,"Greater Brisbane","31003128745",198.818878173828,"3"
"90355/1002",90355,"20-24 years",6,22,"male","employed","No","Full time","Clerical and Administrative Worker","Financial and Insurance Services",2021,"Greater Brisbane","31003128745",247.548080444336,"3"
"90355/1003",90355,"20-24 years",6,22,"female","employed","No","Part time","Sales Workers","Other Services",2021,"Greater Brisbane","31003128745",288.452209472656,"3"
"90359/1000",90359,"70-74 years",16,72,"male","unemployed","No",NA,"Not in Work Force","Not in Work Force",2021,"Greater Brisbane","31003128745",91.9685287475586,"3"
"90360/1000",90360,"65-69 years",15,67,"female","unemployed","No",NA,"Not in Work Force","Not in Work Force",2021,"Greater Brisbane","31003128745",89.9724197387695,"3"
"90361/1000",90361,"20-24 years",6,22,"male","employed","Yes",NA,"Technicians and Trades Worker","Manufacturing",2021,"Greater Brisbane","31003128745",177.206741333008,"3"
"90363/1000",90363,"35-39 years",9,37,"male","employed","Yes",NA,"Professional","Wholesale Trade",2021,"Greater Brisbane","31003128745",124.57698059082,"3"
"90364/1000",90364,"65-69 years",15,67,"female","unemployed","No",NA,"Not in Work Force","Not in Work Force",2021,"Greater Brisbane","31003128745",101.395683288574,"3"
"90364/1001",90364,"55-59 years",13,57,"male","unemployed","No",NA,"Not in Work Force","Not in Work Force",2021,"Greater Brisbane","31003128745",159.136917114258,"3"
"90366/1000",90366,"55-59 years",13,57,"male","employed","Yes",NA,"Professional","Other Services",2021,"Greater Brisbane","31003128745",159.136917114258,"3"
"90366/1001",90366,"55-59 years",13,57,"female","employed","Yes",NA,"Professional","Health Care and Social Assistance",2021,"Greater Brisbane","31003128745",151.029312133789,"3"
"90370/1000",90370,"60-64 years",14,62,"male","unemployed","No",NA,"Not in Work Force","Not in Work Force",2021,"Greater Brisbane","31104157122",144.323944091797,"5"
"90370/1001",90370,"65-69 years",15,67,"male","unemployed","No",NA,"Not in Work Force","Not in Work Force",2021,"Greater Brisbane","31104157122",136.799423217773,"5"
"90371/1000",90371,"30-34 years",8,32,"male","employed","Yes",NA,"Labourers","Manufacturing",2021,"Greater Brisbane","31104157121",139.366546630859,"5"
"90371/1001",90371,"25-29 years",7,27,"female","unemployed","No",NA,"Not in Work Force","Not in Work Force",2021,"Greater Brisbane","31104157121",178.791854858398,"5"
"90372/1000",90372,"25-29 years",7,27,"female","unemployed","No",NA,"Not in Work Force","Not in Work Force",2021,"Greater Brisbane","31104157102",178.791854858398,"5"
"90374/1000",90374,"50-54 years",12,52,"male","employed","Yes",NA,"Managers","Retail Trade",2021,"Greater Brisbane","31104157104",172.041442871094,"5"
"90374/1001",90374,"40-44 years",10,42,"female","employed","Yes",NA,"Managers","Retail Trade",2021,"Greater Brisbane","31104157104",217.286178588867,"5"
"90375/1000",90375,"25-29 years",7,27,"female","employed","Yes",NA,"Professional","Information Media and Telecommunications",2021,"Greater Brisbane","31104157109",178.791854858398,"5"
"90375/1001",90375,"30-34 years",8,32,"male","employed","Yes",NA,"Machinery Operators and Drivers","Transport, Postal and Warehousing",2021,"Greater Brisbane","31104157109",139.366546630859,"5"
"90376/1000",90376,"50-54 years",12,52,"female","employed","No",NA,"Community and Personal Service Workers","Health Care and Social Assistance",2021,"Greater Brisbane","31104157111",211.326843261719,"5"
"90376/1001",90376,"55-59 years",13,57,"female","employed","Yes",NA,"Managers","Other Services",2021,"Greater Brisbane","31104157111",217.49284362793,"5"
"90377/1000",90377,"50-54 years",12,52,"female","employed","Yes",NA,"Professional","Health Care and Social Assistance",2021,"Greater Brisbane","31104157112",149.041473388672,"5"
"90380/1000",90380,"50-54 years",12,52,"female","employed","Yes",NA,"Professional","Arts and Recreation Services",2021,"Greater Brisbane","31104157103",120.97093963623,"5"
"90380/1001",90380,"20-24 years",6,22,"male","employed","Yes",NA,"Technicians and Trades Worker","Construction",2021,"Greater Brisbane","31104157103",135.873886108398,"5"
"90382/1000",90382,"35-39 years",9,37,"male","employed","Yes",NA,"Managers","Transport, Postal and Warehousing",2021,"Greater Brisbane","31104157116",183.183502197266,"5"
"90383/1000",90383,"45-49 years",11,47,"female","employed","No",NA,"Community and Personal Service Workers","Health Care and Social Assistance",2021,"Greater Brisbane","31104157123",173.53498840332,"5"
"90383/1001",90383,"15-19 years",5,17,"female","employed","No",NA,"Sales Workers","Retail Trade",2021,"Greater Brisbane","31104157123",133.375747680664,"5"
"90384/1000",90384,"35-39 years",9,37,"male","employed","Yes",NA,"Managers","Construction",2021,"Greater Brisbane","31104157103",217.276641845703,"5"
"90384/1001",90384,"30-34 years",8,32,"female","unemployed","No",NA,"Not in Work Force","Not in Work Force",2021,"Greater Brisbane","31104157103",279.047119140625,"5"
"90385/1000",90385,"40-44 years",10,42,"male","employed","No",NA,"Machinery Operators and Drivers","Transport, Postal and Warehousing",2021,"Greater Brisbane","31104157120",448.764221191406,"5"
"90385/1001",90385,"40-44 years",10,42,"female","unemployed","No",NA,"Not in Work Force","Not in Work Force",2021,"Greater Brisbane","31104157120",315.374176025391,"5"
"90385/1002",90385,"15-19 years",5,17,"male","unemployed","No",NA,"Not in Work Force","Not in Work Force",2021,"Greater Brisbane","31104157120",317.808868408203,"5"
"90385/1003",90385,"15-19 years",5,17,"female","unemployed","No",NA,"Not in Work Force","Not in Work Force",2021,"Greater Brisbane","31104157120",282.893920898438,"5"
"90386/1000",90386,"80-84 years",18,82,"male","unemployed","No",NA,"Not in Work Force","Not in Work Force",2021,"Greater Brisbane","31104157121",85.9947814941406,"5"
"90386/1001",90386,"75-79 years",17,77,"female","unemployed","No",NA,"Not in Work Force","Not in Work Force",2021,"Greater Brisbane","31104157121",102.54719543457,"5"
"90387/1000",90387,"20-24 years",6,22,"female","employed","No",NA,"Technicians and Trades Worker","Other Services",2021,"Greater Brisbane","31104157102",251.227233886719,"5"
"90387/1001",90387,"45-49 years",11,47,"female","employed","Yes",NA,"Community and Personal Service Workers","Health Care and Social Assistance",2021,"Greater Brisbane","31104157102",303.152160644531,"5"
"90387/1002",90387,"15-19 years",5,17,"female","unemployed","No",NA,"Not in Work Force","Not in Work Force",2021,"Greater Brisbane","31104157102",232.997085571289,"5"
"90387/1003",90387,"20-24 years",6,22,"female","unemployed","No",NA,"Not in Work Force","Not in Work Force",2021,"Greater Brisbane","31104157102",251.227233886719,"5"
"90390/1000",90390,"60-64 years",14,62,"female","employed","Yes",NA,"Sales Workers","Rental, Hiring and Real Estate Services",2021,"Greater Brisbane","31104157103",166.379119873047,"5"
"90390/1001",90390,"30-34 years",8,32,"female","employed","Yes",NA,"Sales Workers","Rental, Hiring and Real Estate Services",2021,"Greater Brisbane","31104157103",190.952270507812,"5"
"90391/1000",90391,"25-29 years",7,27,"male","employed","Yes",NA,"Technicians and Trades Worker","Construction",2021,"Greater Brisbane","31104157116",213.285980224609,"5"
"90391/1001",90391,"25-29 years",7,27,"female","unemployed","No",NA,"Not in Work Force","Not in Work Force",2021,"Greater Brisbane","31104157116",178.791854858398,"5"
"90392/1000",90392,"35-39 years",9,37,"female","employed","No",NA,"Labourers","Other Services",2021,"Greater Brisbane","31104157111",205.37922668457,"5"
"90393/1000",90393,"45-49 years",11,47,"female","unemployed","No",NA,"Not in Work Force","Not in Work Force",2021,"Greater Brisbane","31104157110",173.53498840332,"5"
"90393/1001",90393,"50-54 years",12,52,"male","unemployed","No",NA,"Not in Work Force","Not in Work Force",2021,"Greater Brisbane","31104157110",117.728157043457,"5"
"90395/1000",90395,"75-79 years",17,77,"male","unemployed","No",NA,"Not in Work Force","Not in Work Force",2021,"Greater Brisbane","31104157110",121.247848510742,"5"
"90395/1001",90395,"75-79 years",17,77,"female","unemployed","No",NA,"Not in Work Force","Not in Work Force",2021,"Greater Brisbane","31104157110",102.54719543457,"5"
"90396/1000",90396,"35-39 years",9,37,"male","unemployed","No",NA,"Not in Work Force","Not in Work Force",2021,"Greater Brisbane","31104157103",148.682647705078,"5"
"90396/1001",90396,"30-34 years",8,32,"female","employed","Yes",NA,"Managers","Retail Trade",2021,"Greater Brisbane","31104157103",190.952270507812,"5"
"90397/1000",90397,"30-34 years",8,32,"female","employed","No",NA,"Clerical and Administrative Worker","Administrative and Support Services",2021,"Greater Brisbane","31104157101",190.952270507812,"5"
"90398/1000",90398,"35-39 years",9,37,"male","employed","Yes",NA,"Technicians and Trades Worker","Construction",2021,"Greater Brisbane","31104157104",148.682647705078,"5"
"90398/1001",90398,"30-34 years",8,32,"female","employed","Yes",NA,"Managers","Construction",2021,"Greater Brisbane","31104157104",190.952270507812,"5"
"90399/1000",90399,"25-29 years",7,27,"male","employed","Yes",NA,"Clerical and Administrative Worker","Mining",2021,"Greater Brisbane","31104157104",262.777618408203,"5"
"90400/1000",90400,"45-49 years",11,47,"male","employed","Yes",NA,"Professional","Education and Training",2021,"Greater Brisbane","30101100401",108.944473266602,"6"
"90401/1000",90401,"30-34 years",8,32,"male","employed","Yes",NA,"Managers","Professional, Scientific and Technical Services",2021,"Greater Brisbane","30101100401",145.704574584961,"6"
"90401/1001",90401,"30-34 years",8,32,"female","employed","No",NA,"Professional","Education and Training",2021,"Greater Brisbane","30101100401",111.729713439941,"6"
"90402/1000",90402,"30-34 years",8,32,"male","employed","Yes",NA,"Technicians and Trades Worker","Construction",2021,"Greater Brisbane","30101100401",94.9313201904297,"6"
"90402/1001",90402,"30-34 years",8,32,"female","employed","No",NA,"Professional","Health Care and Social Assistance",2021,"Greater Brisbane","30101100401",72.7955856323242,"6"
"90404/1000",90404,"25-29 years",7,27,"male","employed","Yes",NA,"Technicians and Trades Worker","Agriculture, Forestry and Fishing",2021,"Greater Brisbane","30101100401",117.837989807129,"6"
"90404/1001",90404,"25-29 years",7,27,"female","unemployed","No",NA,"Not in Work Force","Not in Work Force",2021,"Greater Brisbane","30101100401",131.627136230469,"6"
"90406/1000",90406,"55-59 years",13,57,"male","employed","No",NA,"Community and Personal Service Workers","Health Care and Social Assistance",2021,"Greater Brisbane","30101100401",86.312614440918,"6"
"90406/1001",90406,"45-49 years",11,47,"female","employed","Yes",NA,"Professional","Education and Training",2021,"Greater Brisbane","30101100401",83.8268890380859,"6"
"90407/1000",90407,"65-69 years",15,67,"male","unemployed","No",NA,"Not in Work Force","Not in Work Force",2021,"Greater Brisbane","30101100401",133.418899536133,"6"
"90407/1001",90407,"60-64 years",14,62,"female","unemployed","No",NA,"Not in Work Force","Not in Work Force",2021,"Greater Brisbane","30101100401",126.074600219727,"6"
"90407/1002",90407,"35-39 years",9,37,"female","employed","No",NA,"Professional","Other Services",2021,"Greater Brisbane","30101100401",101.994979858398,"6"
"90409/1000",90409,"65-69 years",15,67,"male","unemployed","No",NA,"Not in Work Force","Not in Work Force",2021,"Greater Brisbane","30101100401",91.5599975585938,"6"
"90409/1001",90409,"65-69 years",15,67,"female","unemployed","No",NA,"Not in Work Force","Not in Work Force",2021,"Greater Brisbane","30101100401",86.0002593994141,"6"
"90411/1000",90411,"40-44 years",10,42,"male","employed","Yes",NA,"Machinery Operators and Drivers","Transport, Postal and Warehousing",2021,"Greater Brisbane","30101100401",121.04647064209,"6"
"90411/1001",90411,"40-44 years",10,42,"female","employed","Yes",NA,"Professional","Administrative and Support Services",2021,"Greater Brisbane","30101100401",113.294410705566,"6"
"90411/1002",90411,"15-19 years",5,17,"male","unemployed","No",NA,"Not in Work Force","Not in Work Force",2021,"Greater Brisbane","30101100401",162.666137695312,"6"
"90411/1003",90411,"15-19 years",5,17,"female","unemployed","No",NA,"Not in Work Force","Not in Work Force",2021,"Greater Brisbane","30101100401",100.53645324707,"6"
"90416/1000",90416,"30-34 years",8,32,"male","employed","Yes",NA,"Clerical and Administrative Worker","Other Services",2021,"Greater Brisbane","30101100401",94.9313201904297,"6"
"90416/1001",90416,"25-29 years",7,27,"male","employed","Yes",NA,"Professional","Other Services",2021,"Greater Brisbane","30101100401",80.8674468994141,"6"
"90417/1000",90417,"45-49 years",11,47,"male","employed","Yes",NA,"Machinery Operators and Drivers","Transport, Postal and Warehousing",2021,"Greater Brisbane","30101100401",131.999420166016,"6"
"90417/1001",90417,"45-49 years",11,47,"female","employed","Yes",NA,"Machinery Operators and Drivers","Manufacturing",2021,"Greater Brisbane","30101100401",128.661026000977,"6"
"90417/1002",90417,"25-29 years",7,27,"male","employed","Yes",NA,"Technicians and Trades Worker","Construction",2021,"Greater Brisbane","30101100401",124.118743896484,"6"
"90420/1000",90420,"70-74 years",16,72,"female","unemployed","No",NA,"Not in Work Force","Not in Work Force",2021,"Greater Brisbane","30101100401",74.8938827514648,"6"
"90420/1001",90420,"50-54 years",12,52,"male","unemployed","No",NA,"Not in Work Force","Not in Work Force",2021,"Greater Brisbane","30101100401",76.2739486694336,"6"
"90421/1000",90421,"20-24 years",6,22,"female","employed","No",NA,"Professional","Health Care and Social Assistance",2021,"Greater Brisbane","30101100401",91.6322708129883,"6"
"90421/1001",90421,"25-29 years",7,27,"male","employed","Yes",NA,"Sales Workers","Retail Trade",2021,"Greater Brisbane","30101100401",80.8674468994141,"6"
"90423/1000",90423,"55-59 years",13,57,"female","unemployed","No",NA,"Not in Work Force","Not in Work Force",2021,"Greater Brisbane","30101100401",145.776504516602,"6"
"90423/1001",90423,"25-29 years",7,27,"male","employed","Yes",NA,"Professional","Other Services",2021,"Greater Brisbane","30101100401",124.118743896484,"6"
"90423/1002",90423,"20-24 years",6,22,"male","unemployed","No",NA,"Not in Work Force","Not in Work Force",2021,"Greater Brisbane","30101100401",179.940673828125,"6"
"90425/1000",90425,"45-49 years",11,47,"male","employed","Yes",NA,"Managers","Construction",2021,"Greater Brisbane","30101100401",125.319877624512,"6"
"90425/1001",90425,"45-49 years",11,47,"female","employed","No",NA,"Clerical and Administrative Worker","Construction",2021,"Greater Brisbane","30101100401",122.150421142578,"6"
"90426/1000",90426,"60-64 years",14,62,"female","employed","Yes",NA,"Clerical and Administrative Worker","Administrative and Support Services",2021,"Greater Brisbane","30101100401",109.600570678711,"6"
"90428/1000",90428,"50-54 years",12,52,"female","employed","Yes",NA,"Technicians and Trades Worker","Retail Trade",2021,"Greater Brisbane","30101100401",69.2914581298828,"6"
"90428/1001",90428,"20-24 years",6,22,"male","unemployed","No","Part time","Not in Work Force","Not in Work Force",2021,"Greater Brisbane","30101100401",117.237274169922,"6"
"90493/1000",90493,"45-49 years",11,47,"male","unemployed","No",NA,"Not in Work Force","Not in Work Force",2021,"Greater Brisbane","31302136609",412.569610595703,"1"
"90493/1001",90493,"60-64 years",14,62,"male","employed","No",NA,"Technicians and Trades Worker","Agriculture, Forestry and Fishing",2021,"Greater Brisbane","31302136609",311.600738525391,"1"
"90493/1002",90493,"40-44 years",10,42,"female","employed","Yes",NA,"Professional","Public Administration and Safety",2021,"Greater Brisbane","31302136609",460.510681152344,"1"
"90495/1000",90495,"30-34 years",8,32,"female","unemployed","No","Full time","Not in Work Force","Not in Work Force",2021,"Greater Brisbane","31302136609",698.810424804688,"1"
"90495/1001",90495,"40-44 years",10,42,"male","unemployed","No",NA,"Not in Work Force","Not in Work Force",2021,"Greater Brisbane","31302136609",500.453094482422,"1"
"90496/1000",90496,"45-49 years",11,47,"female","unemployed","No","Full time","Not in Work Force","Not in Work Force",2021,"Greater Brisbane","31302136609",184.702865600586,"1"
"90496/1001",90496,"15-19 years",5,17,"male","unemployed","No",NA,"Not in Work Force","Not in Work Force",2021,"Greater Brisbane","31302136609",153.236953735352,"1"
"90497/1000",90497,"60-64 years",14,62,"female","unemployed","No",NA,"Not in Work Force","Not in Work Force",2021,"Greater Brisbane","31302136609",156.893493652344,"1"
"90497/1001",90497,"25-29 years",7,27,"male","unemployed","No",NA,"Not in Work Force","Not in Work Force",2021,"Greater Brisbane","31302136609",442.651611328125,"1"
"90505/1000",90505,"70-74 years",16,72,"male","employed","Yes",NA,"Labourers","Transport, Postal and Warehousing",2021,"Greater Brisbane","31302136609",194.17448425293,"1"
"90508/1000",90508,"55-59 years",13,57,"female","unemployed","No",NA,"Not in Work Force","Not in Work Force",2021,"Greater Brisbane","31302136609",179.280990600586,"1"
"90508/1001",90508,"15-19 years",5,17,"male","employed","Yes",NA,"Technicians and Trades Worker","Construction",2021,"Greater Brisbane","31302136609",153.236953735352,"1"
"90509/1000",90509,"65-69 years",15,67,"male","employed","Yes",NA,"Professional","Information Media and Telecommunications",2021,"Greater Brisbane","31302136609",151.590209960938,"1"
"90509/1001",90509,"55-59 years",13,57,"female","employed","Yes",NA,"Clerical and Administrative Worker","Public Administration and Safety",2021,"Greater Brisbane","31302136609",179.280990600586,"1"
"90513/1000",90513,"50-54 years",12,52,"male","employed","Yes",NA,"Machinery Operators and Drivers","Transport, Postal and Warehousing",2021,"Greater Brisbane","31302136609",184.872970581055,"1"
"90513/1001",90513,"55-59 years",13,57,"female","employed","Yes",NA,"Community and Personal Service Workers","Administrative and Support Services",2021,"Greater Brisbane","31302136609",179.280990600586,"1"
"90514/1000",90514,"70-74 years",16,72,"male","unemployed","No",NA,"Not in Work Force","Not in Work Force",2021,"Greater Brisbane","31302136609",152.162673950195,"1"
"90514/1001",90514,"60-64 years",14,62,"female","unemployed","No",NA,"Not in Work Force","Not in Work Force",2021,"Greater Brisbane","31302136609",156.893493652344,"1"
"90518/1000",90518,"65-69 years",15,67,"female","unemployed","No",NA,"Not in Work Force","Not in Work Force",2021,"Greater Brisbane","31302136609",252.407745361328,"1"
"90518/1001",90518,"25-29 years",7,27,"male","unemployed","No",NA,"Not in Work Force","Not in Work Force",2021,"Greater Brisbane","31302136609",704.755065917969,"1"
"90518/1002",90518,"25-29 years",7,27,"male","employed","Yes",NA,"Technicians and Trades Worker","Construction",2021,"Greater Brisbane","31302136609",704.755065917969,"1"
"90522/1000",90522,"40-44 years",10,42,"male","employed","Yes",NA,"Professional","Financial and Insurance Services",2021,"Greater Brisbane","30103101622",554.12841796875,"7"
"90522/1001",90522,"35-39 years",9,37,"female","employed","No",NA,"Community and Personal Service Workers","Health Care and Social Assistance",2021,"Greater Brisbane","30103101622",563.662841796875,"7"
"90523/1000",90523,"45-49 years",11,47,"male","employed","Yes",NA,"Technicians and Trades Worker","Professional, Scientific and Technical Services",2021,"Greater Brisbane","30103101622",552.430297851562,"7"
"90529/1000",90529,"70-74 years",16,72,"male","employed","No",NA,"Technicians and Trades Worker","Information Media and Telecommunications",2021,"Greater Brisbane","30103101622",572.870300292969,"7"
