"persid","hhid","age_band","age_group","age_group_2","sex","work_status","work_full","study_full","occupation_cat","industry_cat","TRAVYEAR","REGION","SA1_CODE_2021","participant_wt","ses"
"83608/1000",83608,"60-64 years",14,62,"male","employed","Yes",NA,"Professional","Transport, Postal and Warehousing",2020,"Greater Brisbane","31402157934",182.576873779297,"8"
"83609/1000",83609,"35-39 years",9,37,"female","unemployed","No",NA,"Not in Work Force","Not in Work Force",2020,"Greater Brisbane","31402157934",234.266296386719,"8"
"83609/1001",83609,"35-39 years",9,37,"male","employed","Yes",NA,"Sales Workers","Retail Trade",2020,"Greater Brisbane","31402157934",253.730651855469,"8"
"83611/1000",83611,"60-64 years",14,62,"female","employed","No",NA,"Clerical and Administrative Worker","Health Care and Social Assistance",2020,"Greater Brisbane","31402157934",156.893493652344,"8"
"83611/1001",83611,"60-64 years",14,62,"female","employed","Yes",NA,"Technicians and Trades Worker","Other Services",2020,"Greater Brisbane","31402157934",156.893493652344,"8"
"83612/1000",83612,"20-24 years",6,22,"male","employed","Yes",NA,"Technicians and Trades Worker","Construction",2020,"Greater Brisbane","31402157934",589.546936035156,"8"
"83612/1001",83612,"20-24 years",6,22,"female","employed","No",NA,"Labourers","Retail Trade",2020,"Greater Brisbane","31402157934",492.016418457031,"8"
"83614/1000",83614,"45-49 years",11,47,"female","employed","Yes","Part time","Community and Personal Service Workers","Public Administration and Safety",2020,"Greater Brisbane","31402157934",235.698928833008,"8"
"83615/1000",83615,"25-29 years",7,27,"female","employed","Yes",NA,"Sales Workers","Retail Trade",2020,"Greater Brisbane","31402157934",358.802307128906,"8"
"83615/1001",83615,"30-34 years",8,32,"male","employed","Yes","Full time","Community and Personal Service Workers","Other Services",2020,"Greater Brisbane","31402157934",286.1357421875,"8"
"83616/1000",83616,"55-59 years",13,57,"male","employed","Yes",NA,"Professional","Construction",2020,"Greater Brisbane","31402157934",415.868316650391,"8"
"83616/1001",83616,"50-54 years",12,52,"female","employed","Yes",NA,"Clerical and Administrative Worker","Health Care and Social Assistance",2020,"Greater Brisbane","31402157934",308.720367431641,"8"
"83616/1002",83616,"25-29 years",7,27,"female","unemployed","No",NA,"Not in Work Force","Not in Work Force",2020,"Greater Brisbane","31402157934",571.256774902344,"8"
"83617/1000",83617,"80-84 years",18,82,"female","unemployed","No",NA,"Not in Work Force","Not in Work Force",2020,"Greater Brisbane","31402157934",242.680282592773,"8"
"83619/1000",83619,"45-49 years",11,47,"male","employed","Yes",NA,"Clerical and Administrative Worker","Information Media and Telecommunications",2020,"Greater Brisbane","31402157934",412.569610595703,"8"
"83619/1001",83619,"40-44 years",10,42,"female","employed","Yes",NA,"Clerical and Administrative Worker","Financial and Insurance Services",2020,"Greater Brisbane","31402157934",460.510681152344,"8"
"83620/1000",83620,"55-59 years",13,57,"female","employed","Yes",NA,"Community and Personal Service Workers","Health Care and Social Assistance",2020,"Greater Brisbane","31402157934",285.437072753906,"8"
"83620/1001",83620,"60-64 years",14,62,"male","employed","Yes",NA,"Technicians and Trades Worker","Manufacturing",2020,"Greater Brisbane","31402157934",227.791702270508,"8"
"83620/1002",83620,"35-39 years",9,37,"female","employed","Yes",NA,"Clerical and Administrative Worker","Financial and Insurance Services",2020,"Greater Brisbane","31402157934",234.266296386719,"8"
"83621/1000",83621,"50-54 years",12,52,"female","unemployed","No",NA,"Not in Work Force","Not in Work Force",2020,"Greater Brisbane","30103102106",449.832550048828,"4"
"83621/1001",83621,"15-19 years",5,17,"male","unemployed","No",NA,"Not in Work Force","Not in Work Force",2020,"Greater Brisbane","30103102106",502.585662841797,"4"
"83623/1000",83623,"60-64 years",14,62,"male","employed","Yes",NA,"Labourers","Construction",2020,"Greater Brisbane","30103102106",441.761657714844,"4"
"83626/1000",83626,"30-34 years",8,32,"male","employed","Yes",NA,"Professional","Public Administration and Safety",2020,"Greater Brisbane","30103102106",825.542541503906,"4"
"83626/1001",83626,"35-39 years",9,37,"female","employed","Yes",NA,"Professional","Information Media and Telecommunications",2020,"Greater Brisbane","30103102106",522.818908691406,"4"
"83630/1000",83630,"75-79 years",17,77,"male","unemployed","No",NA,"Not in Work Force","Not in Work Force",2020,"Greater Brisbane","30103102106",319.961029052734,"4"
"83630/1001",83630,"70-74 years",16,72,"female","unemployed","No",NA,"Not in Work Force","Not in Work Force",2020,"Greater Brisbane","30103102106",410.921569824219,"4"
"83632/1000",83632,"50-54 years",12,52,"male","unemployed","No",NA,"Not in Work Force","Not in Work Force",2020,"Greater Brisbane","30103102106",490.361968994141,"4"
"83634/1000",83634,"30-34 years",8,32,"male","employed","Yes",NA,"Community and Personal Service Workers","Public Administration and Safety",2020,"Greater Brisbane","30103102106",825.542541503906,"4"
"83634/1001",83634,"25-29 years",7,27,"female","employed","Yes",NA,"Clerical and Administrative Worker","Arts and Recreation Services",2020,"Greater Brisbane","30103102106",1022.24871826172,"4"
"83636/1000",83636,"75-79 years",17,77,"female","unemployed","No",NA,"Not in Work Force","Not in Work Force",2020,"Greater Brisbane","30103102106",445.019683837891,"4"
"83641/1000",83641,"25-29 years",7,27,"female","employed","No",NA,"Technicians and Trades Worker","Arts and Recreation Services",2020,"Greater Brisbane","30103102106",1106.93493652344,"4"
"83642/1000",83642,"65-69 years",15,67,"female","unemployed","No",NA,"Not in Work Force","Not in Work Force",2020,"Greater Brisbane","30103102106",330.075256347656,"4"
"83646/1000",83646,"25-29 years",7,27,"female","employed","Yes",NA,"Clerical and Administrative Worker","Transport, Postal and Warehousing",2020,"Greater Brisbane","30103102106",1240.35559082031,"4"
"83648/1000",83648,"55-59 years",13,57,"female","employed","Yes",NA,"Clerical and Administrative Worker","Administrative and Support Services",2020,"Greater Brisbane","30103102106",568.320922851562,"4"
"83648/1001",83648,"20-24 years",6,22,"male","employed","Yes",NA,"Clerical and Administrative Worker","Administrative and Support Services",2020,"Greater Brisbane","30103102106",1088.4951171875,"4"
"83648/1002",83648,"20-24 years",6,22,"female","employed","Yes",NA,"Sales Workers","Retail Trade",2020,"Greater Brisbane","30103102106",964.146118164062,"4"
"83650/1000",83650,"60-64 years",14,62,"male","employed","No",NA,"Managers","Transport, Postal and Warehousing",2020,"Greater Brisbane","30103102106",441.761657714844,"4"
"83651/1000",83651,"85-89 years",19,87,"male","unemployed","No",NA,"Not in Work Force","Not in Work Force",2020,"Greater Brisbane","30202102731",364.267669677734,"10"
"83651/1001",83651,"80-84 years",18,82,"female","unemployed","No",NA,"Not in Work Force","Not in Work Force",2020,"Greater Brisbane","30202102731",551.077331542969,"10"
"83652/1000",83652,"35-39 years",9,37,"male","employed","Yes",NA,"Professional","Health Care and Social Assistance",2020,"Greater Brisbane","30202102731",754.537231445312,"10"
"83652/1001",83652,"35-39 years",9,37,"female","employed","No","Full time","Professional","Arts and Recreation Services",2020,"Greater Brisbane","30202102731",634.367553710938,"10"
"83654/1000",83654,"35-39 years",9,37,"female","unemployed","No",NA,"Not in Work Force","Not in Work Force",2020,"Greater Brisbane","30202102731",563.662841796875,"10"
"83654/1001",83654,"35-39 years",9,37,"male","employed","Yes",NA,"Community and Personal Service Workers","Health Care and Social Assistance",2020,"Greater Brisbane","30202102731",670.438781738281,"10"
"83655/1000",83655,"60-64 years",14,62,"female","unemployed","No",NA,"Not in Work Force","Not in Work Force",2020,"Greater Brisbane","30202102731",531.132019042969,"10"
"83655/1001",83655,"60-64 years",14,62,"male","unemployed","No",NA,"Not in Work Force","Not in Work Force",2020,"Greater Brisbane","30202102731",495.007934570312,"10"
"83655/1002",83655,"55-59 years",13,57,"male","employed","Yes",NA,"Community and Personal Service Workers","Health Care and Social Assistance",2020,"Greater Brisbane","30202102731",598.893310546875,"10"
"83657/1000",83657,"60-64 years",14,62,"male","employed","Yes",NA,"Professional","Transport, Postal and Warehousing",2020,"Greater Brisbane","30202102731",407.964630126953,"10"
"83657/1001",83657,"60-64 years",14,62,"female","employed","Yes",NA,"Professional","Financial and Insurance Services",2020,"Greater Brisbane","30202102731",437.736572265625,"10"
"83660/1000",83660,"60-64 years",14,62,"female","employed","Yes",NA,"Clerical and Administrative Worker","Health Care and Social Assistance",2020,"Greater Brisbane","30202102731",437.736572265625,"10"
"83660/1001",83660,"65-69 years",15,67,"male","employed","Yes",NA,"Technicians and Trades Worker","Health Care and Social Assistance",2020,"Greater Brisbane","30202102731",351.451293945312,"10"
"83661/1000",83661,"75-79 years",17,77,"female","unemployed","No",NA,"Not in Work Force","Not in Work Force",2020,"Greater Brisbane","30202102731",410.973388671875,"10"
"83661/1001",83661,"75-79 years",17,77,"male","unemployed","No",NA,"Not in Work Force","Not in Work Force",2020,"Greater Brisbane","30202102731",319.961029052734,"10"
"83662/1000",83662,"80-84 years",18,82,"male","unemployed","No",NA,"Not in Work Force","Not in Work Force",2020,"Greater Brisbane","30202102731",491.522796630859,"10"
"83662/1001",83662,"80-84 years",18,82,"female","unemployed","No",NA,"Not in Work Force","Not in Work Force",2020,"Greater Brisbane","30202102731",551.077331542969,"10"
"83666/1000",83666,"70-74 years",16,72,"female","unemployed","No",NA,"Not in Work Force","Not in Work Force",2020,"Greater Brisbane","30202102731",443.023803710938,"10"
"83666/1001",83666,"35-39 years",9,37,"male","employed","No",NA,"Community and Personal Service Workers","Retail Trade",2020,"Greater Brisbane","30202102731",670.438781738281,"10"
"83666/1002",83666,"30-34 years",8,32,"female","employed","No","Full time","Clerical and Administrative Worker","Education and Training",2020,"Greater Brisbane","30202102731",718.065612792969,"10"
"83666/1003",83666,"70-74 years",16,72,"male","employed","Yes",NA,"Professional","Financial and Insurance Services",2020,"Greater Brisbane","30202102731",396.788726806641,"10"
"83667/1000",83667,"70-74 years",16,72,"male","unemployed","No",NA,"Not in Work Force","Not in Work Force",2020,"Greater Brisbane","30202102731",368.036743164062,"10"
"83667/1001",83667,"65-69 years",15,67,"female","unemployed","No",NA,"Not in Work Force","Not in Work Force",2020,"Greater Brisbane","30202102731",304.822784423828,"10"
"83671/1000",83671,"50-54 years",12,52,"male","employed","Yes",NA,"Managers","Financial and Insurance Services",2020,"Greater Brisbane","30202102731",549.466125488281,"10"
"83671/1001",83671,"45-49 years",11,47,"female","employed","No",NA,"Clerical and Administrative Worker","Health Care and Social Assistance",2020,"Greater Brisbane","30202102731",661.040344238281,"10"
"83671/1002",83671,"15-19 years",5,17,"female","unemployed","No",NA,"Not in Work Force","Not in Work Force",2020,"Greater Brisbane","30202102731",514.0546875,"10"
"83673/1000",83673,"35-39 years",9,37,"male","employed","Yes",NA,"Professional","Transport, Postal and Warehousing",2020,"Greater Brisbane","30202102731",670.438781738281,"10"
"83673/1001",83673,"35-39 years",9,37,"female","employed","Yes",NA,"Professional","Education and Training",2020,"Greater Brisbane","30202102731",563.662841796875,"10"
"83674/1000",83674,"65-69 years",15,67,"male","employed","Yes","Part time","Technicians and Trades Worker","Other Services",2020,"Greater Brisbane","30202102731",351.451293945312,"10"
"83674/1001",83674,"65-69 years",15,67,"female","unemployed","No",NA,"Not in Work Force","Not in Work Force",2020,"Greater Brisbane","30202102731",304.822784423828,"10"
"83677/1000",83677,"75-79 years",17,77,"male","unemployed","No",NA,"Not in Work Force","Not in Work Force",2020,"Greater Brisbane","30202102731",319.961029052734,"10"
"83677/1001",83677,"75-79 years",17,77,"female","unemployed","No",NA,"Not in Work Force","Not in Work Force",2020,"Greater Brisbane","30202102731",410.973388671875,"10"
"83678/1000",83678,"65-69 years",15,67,"female","unemployed","No",NA,"Not in Work Force","Not in Work Force",2020,"Greater Brisbane","30202102731",330.075256347656,"10"
"83680/1000",83680,"45-49 years",11,47,"female","employed","Yes",NA,"Professional","Public Administration and Safety",2020,"Greater Brisbane","30202102731",587.36279296875,"10"
"83680/1001",83680,"45-49 years",11,47,"male","employed","Yes",NA,"Technicians and Trades Worker","Transport, Postal and Warehousing",2020,"Greater Brisbane","30202102731",490.858123779297,"10"
"83680/1002",83680,"15-19 years",5,17,"female","unemployed","No",NA,"Not in Work Force","Not in Work Force",2020,"Greater Brisbane","30202102731",456.759735107422,"10"
"83681/1000",83681,"80-84 years",18,82,"female","unemployed","No",NA,"Not in Work Force","Not in Work Force",2020,"Greater Brisbane","31003129337",129.762084960938,"2"
"83681/1002",83681,"45-49 years",11,47,"male","unemployed","No",NA,"Not in Work Force","Not in Work Force",2020,"Greater Brisbane","31003129337",146.615966796875,"2"
"83683/1000",83683,"55-59 years",13,57,"female","unemployed","No",NA,"Not in Work Force","Not in Work Force",2020,"Greater Brisbane","31003129337",151.029312133789,"2"
"83683/1001",83683,"60-64 years",14,62,"male","employed","Yes",NA,"Machinery Operators and Drivers","Transport, Postal and Warehousing",2020,"Greater Brisbane","31003129337",126.624420166016,"2"
"83687/1000",83687,"40-44 years",10,42,"male","employed","Yes",NA,"Labourers","Manufacturing",2020,"Greater Brisbane","31003129337",129.676559448242,"2"
"83687/1001",83687,"35-39 years",9,37,"female","employed","Yes",NA,"Technicians and Trades Worker","Manufacturing",2020,"Greater Brisbane","31003129337",134.685974121094,"2"
"83687/1003",83687,"15-19 years",5,17,"male","unemployed","No",NA,"Not in Work Force","Not in Work Force",2020,"Greater Brisbane","31003129337",203.738250732422,"2"
"83690/1000",83690,"40-44 years",10,42,"female","employed","No",NA,"Community and Personal Service Workers","Health Care and Social Assistance",2020,"Greater Brisbane","31003129337",165.249099731445,"2"
"83690/1001",83690,"70-74 years",16,72,"female","unemployed","No",NA,"Not in Work Force","Not in Work Force",2020,"Greater Brisbane","31003129337",138.934127807617,"2"
"83690/1002",83690,"20-24 years",6,22,"male","employed","No",NA,"Sales Workers","Retail Trade",2020,"Greater Brisbane","31003129337",233.046676635742,"2"
"83691/1000",83691,"35-39 years",9,37,"female","employed","Yes",NA,"Clerical and Administrative Worker","Financial and Insurance Services",2020,"Greater Brisbane","31003129337",108.65584564209,"2"
"83691/1001",83691,"70-74 years",16,72,"female","unemployed","No",NA,"Not in Work Force","Not in Work Force",2020,"Greater Brisbane","31003129337",119.05738067627,"2"
"83694/1000",83694,"40-44 years",10,42,"male","employed","Yes",NA,"Technicians and Trades Worker","Construction",2020,"Greater Brisbane","31003129337",129.676559448242,"2"
"83694/1001",83694,"35-39 years",9,37,"female","employed","No","Part time","Labourers","Other Services",2020,"Greater Brisbane","31003129337",134.685974121094,"2"
"83696/1000",83696,"75-79 years",17,77,"male","unemployed","No",NA,"Not in Work Force","Not in Work Force",2020,"Greater Brisbane","31003129337",94.0405426025391,"2"
"83696/1001",83696,"50-54 years",12,52,"female","employed","Yes",NA,"Community and Personal Service Workers","Health Care and Social Assistance",2020,"Greater Brisbane","31003129337",146.526428222656,"2"
"83699/1000",83699,"35-39 years",9,37,"female","unemployed","No",NA,"Not in Work Force","Not in Work Force",2020,"Greater Brisbane","31003129337",212.434097290039,"2"
"83699/1001",83699,"35-39 years",9,37,"male","employed","Yes",NA,"Technicians and Trades Worker","Construction",2020,"Greater Brisbane","31003129337",274.485229492188,"2"
"83700/1000",83700,"60-64 years",14,62,"male","employed","Yes",NA,"Professional","Information Media and Telecommunications",2020,"Greater Brisbane","31003129337",126.624420166016,"2"
"83700/1001",83700,"65-69 years",15,67,"female","employed","No",NA,"Labourers","Health Care and Social Assistance",2020,"Greater Brisbane","31003129337",101.395683288574,"2"
"83701/1000",83701,"45-49 years",11,47,"male","employed","No",NA,"Community and Personal Service Workers","Health Care and Social Assistance",2020,"Greater Brisbane","31003129337",171.093643188477,"2"
"83701/1001",83701,"45-49 years",11,47,"female","employed","No",NA,"Professional","Health Care and Social Assistance",2020,"Greater Brisbane","31003129337",185.58512878418,"2"
"83702/1000",83702,"70-74 years",16,72,"female","unemployed","No",NA,"Not in Work Force","Not in Work Force",2020,"Greater Brisbane","31003129337",119.05738067627,"2"
"83702/1001",83702,"70-74 years",16,72,"male","unemployed","No",NA,"Not in Work Force","Not in Work Force",2020,"Greater Brisbane","31003129337",103.645225524902,"2"
"83703/1000",83703,"30-34 years",8,32,"female","unemployed","No",NA,"Not in Work Force","Not in Work Force",2020,"Greater Brisbane","31003129337",134.708923339844,"2"
"83703/1001",83703,"25-29 years",7,27,"male","employed","Yes",NA,"Sales Workers","Other Services",2020,"Greater Brisbane","31003129337",195.456893920898,"2"
"83704/1000",83704,"65-69 years",15,67,"female","employed","No",NA,"Labourers","Other Services",2020,"Greater Brisbane","31003129337",89.9724197387695,"2"
"83706/1000",83706,"20-24 years",6,22,"male","employed","Yes","Part time","Technicians and Trades Worker","Construction",2020,"Greater Brisbane","31003129337",199.705612182617,"2"
"83706/1001",83706,"20-24 years",6,22,"female","employed","Yes","Part time","Community and Personal Service Workers","Health Care and Social Assistance",2020,"Greater Brisbane","31003129337",232.704406738281,"2"
"83709/1000",83709,"40-44 years",10,42,"female","employed","Yes",NA,"Labourers","Construction",2020,"Greater Brisbane","31003129337",276.858306884766,"2"
"83709/1001",83709,"20-24 years",6,22,"female","unemployed","No",NA,"Not in Work Force","Not in Work Force",2020,"Greater Brisbane","31003129337",454.962646484375,"2"
"83709/1002",83709,"25-29 years",7,27,"male","unemployed","No",NA,"Not in Work Force","Not in Work Force",2020,"Greater Brisbane","31003129337",382.1396484375,"2"
"83709/1003",83709,"15-19 years",5,17,"male","employed","No",NA,"Community and Personal Service Workers","Retail Trade",2020,"Greater Brisbane","31003129337",321.347106933594,"2"
"83714/1000",83714,"45-49 years",11,47,"male","employed","Yes",NA,"Technicians and Trades Worker","Information Media and Telecommunications",2020,"Greater Brisbane","31103131604",222.079360961914,"3"
"83714/1001",83714,"45-49 years",11,47,"female","employed","No",NA,"Clerical and Administrative Worker","Education and Training",2020,"Greater Brisbane","31103131604",303.152160644531,"3"
"83714/1002",83714,"20-24 years",6,22,"female","unemployed","No","Full time","Not in Work Force","Not in Work Force",2020,"Greater Brisbane","31103131604",251.227233886719,"3"
"83714/1003",83714,"20-24 years",6,22,"female","employed","No","Part time","Labourers","Construction",2020,"Greater Brisbane","31103131604",251.227233886719,"3"
"83715/1000",83715,"55-59 years",13,57,"female","employed","No",NA,"Labourers","Retail Trade",2020,"Greater Brisbane","31103131604",153.390121459961,"3"
"83717/1000",83717,"65-69 years",15,67,"male","employed","No",NA,"Professional","Health Care and Social Assistance",2020,"Greater Brisbane","31103131604",136.799423217773,"3"
"83717/1001",83717,"60-64 years",14,62,"female","employed","No",NA,"Community and Personal Service Workers","Health Care and Social Assistance",2020,"Greater Brisbane","31103131604",166.379119873047,"3"
"83719/1000",83719,"20-24 years",6,22,"female","employed","Yes",NA,"Professional","Education and Training",2020,"Greater Brisbane","31103131604",143.811325073242,"3"
"83719/1001",83719,"20-24 years",6,22,"male","employed","Yes",NA,"Machinery Operators and Drivers","Retail Trade",2020,"Greater Brisbane","31103131604",135.873886108398,"3"
"83722/1000",83722,"60-64 years",14,62,"male","employed","Yes",NA,"Technicians and Trades Worker","Transport, Postal and Warehousing",2020,"Greater Brisbane","31103131604",144.323944091797,"3"
"83722/1001",83722,"55-59 years",13,57,"female","employed","Yes",NA,"Labourers","Retail Trade",2020,"Greater Brisbane","31103131604",124.50057220459,"3"
"83723/1000",83723,"35-39 years",9,37,"female","employed","No",NA,"Sales Workers","Retail Trade",2020,"Greater Brisbane","31103131604",245.514633178711,"3"
"83723/1001",83723,"40-44 years",10,42,"male","employed","Yes",NA,"Managers","Retail Trade",2020,"Greater Brisbane","31103131604",369.611175537109,"3"
"83724/1000",83724,"35-39 years",9,37,"male","employed","Yes",NA,"Machinery Operators and Drivers","Retail Trade",2020,"Greater Brisbane","31103131604",148.682647705078,"3"
"83724/1001",83724,"35-39 years",9,37,"male","employed","Yes",NA,"Technicians and Trades Worker","Construction",2020,"Greater Brisbane","31103131604",148.682647705078,"3"
"83725/1000",83725,"65-69 years",15,67,"female","employed","No",NA,"Professional","Health Care and Social Assistance",2020,"Greater Brisbane","31103131604",159.702407836914,"3"
"83726/1000",83726,"60-64 years",14,62,"male","employed","Yes",NA,"Managers","Other Services",2020,"Greater Brisbane","31103131604",144.323944091797,"3"
"83726/1001",83726,"80-84 years",18,82,"female","unemployed","No",NA,"Not in Work Force","Not in Work Force",2020,"Greater Brisbane","31103131604",194.481582641602,"3"
"83727/1000",83727,"25-29 years",7,27,"male","employed","Yes",NA,"Sales Workers","Retail Trade",2020,"Greater Brisbane","31103131604",262.777618408203,"3"
"83728/1000",83728,"35-39 years",9,37,"female","unemployed","No","Full time","Not in Work Force","Not in Work Force",2020,"Greater Brisbane","31103131604",140.541229248047,"3"
"83728/1001",83728,"50-54 years",12,52,"male","employed","Yes",NA,"Professional","Information Media and Telecommunications",2020,"Greater Brisbane","31103131604",117.728157043457,"3"
"83729/1000",83729,"75-79 years",17,77,"male","unemployed","No",NA,"Not in Work Force","Not in Work Force",2020,"Greater Brisbane","31103131604",121.247848510742,"3"
"83729/1001",83729,"55-59 years",13,57,"female","unemployed","No",NA,"Not in Work Force","Not in Work Force",2020,"Greater Brisbane","31103131604",124.50057220459,"3"
"83731/1000",83731,"55-59 years",13,57,"female","employed","No",NA,"Professional","Health Care and Social Assistance",2020,"Greater Brisbane","31103131604",124.50057220459,"3"
"83731/1001",83731,"55-59 years",13,57,"male","employed","No",NA,"Professional","Education and Training",2020,"Greater Brisbane","31103131604",136.198272705078,"3"
"83732/1000",83732,"35-39 years",9,37,"male","unemployed","No",NA,"Not in Work Force","Not in Work Force",2020,"Greater Brisbane","31103131604",148.682647705078,"3"
"83732/1001",83732,"75-79 years",17,77,"male","unemployed","No",NA,"Not in Work Force","Not in Work Force",2020,"Greater Brisbane","31103131604",121.247848510742,"3"
"83735/1000",83735,"70-74 years",16,72,"male","employed","Yes",NA,"Machinery Operators and Drivers","Construction",2020,"Greater Brisbane","31103131604",123.979629516602,"3"
"83735/1001",83735,"55-59 years",13,57,"female","unemployed","No",NA,"Not in Work Force","Not in Work Force",2020,"Greater Brisbane","31103131604",124.50057220459,"3"
"83736/1000",83736,"25-29 years",7,27,"male","unemployed","No",NA,"Not in Work Force","Not in Work Force",2020,"Greater Brisbane","31103131604",311.684387207031,"3"
"83736/1001",83736,"25-29 years",7,27,"female","employed","Yes",NA,"Technicians and Trades Worker","Information Media and Telecommunications",2020,"Greater Brisbane","31103131604",261.276580810547,"3"
"83833/1000",83833,"30-34 years",8,32,"male","employed","Yes",NA,"Professional","Information Media and Telecommunications",2020,"Greater Brisbane","31401138634",286.1357421875,"9"
"83833/1001",83833,"25-29 years",7,27,"female","employed","Yes",NA,"Clerical and Administrative Worker","Transport, Postal and Warehousing",2020,"Greater Brisbane","31401138634",358.802307128906,"9"
"83835/1000",83835,"50-54 years",12,52,"male","employed","Yes",NA,"Technicians and Trades Worker","Construction",2020,"Greater Brisbane","31401138634",184.872970581055,"9"
"83835/1001",83835,"50-54 years",12,52,"female","employed","Yes",NA,"Professional","Health Care and Social Assistance",2020,"Greater Brisbane","31401138634",193.905059814453,"9"
"83839/1000",83839,"40-44 years",10,42,"male","employed","Yes",NA,"Managers","Manufacturing",2020,"Greater Brisbane","31401138634",177.851913452148,"9"
"83839/1001",83839,"30-34 years",8,32,"female","employed","Yes",NA,"Clerical and Administrative Worker","Administrative and Support Services",2020,"Greater Brisbane","31401138634",248.344512939453,"9"
"83843/1000",83843,"40-44 years",10,42,"male","employed","Yes",NA,"Professional","Information Media and Telecommunications",2020,"Greater Brisbane","31401138634",387.342620849609,"9"
"83843/1001",83843,"35-39 years",9,37,"female","employed","No",NA,"Professional","Professional, Scientific and Technical Services",2020,"Greater Brisbane","31401138634",320.457489013672,"9"
"83844/1000",83844,"35-39 years",9,37,"female","employed","Yes",NA,"Professional","Financial and Insurance Services",2020,"Greater Brisbane","31401138634",147.140991210938,"9"
"83844/1001",83844,"35-39 years",9,37,"male","employed","Yes",NA,"Professional","Information Media and Telecommunications",2020,"Greater Brisbane","31401138634",159.366409301758,"9"
"83852/1000",83852,"45-49 years",11,47,"female","employed","No",NA,"Professional","Health Care and Social Assistance",2020,"Greater Brisbane","31401138634",402.263244628906,"9"
"83852/1001",83852,"50-54 years",12,52,"male","employed","Yes",NA,"Technicians and Trades Worker","Construction",2020,"Greater Brisbane","31401138634",402.633728027344,"9"
"83852/1002",83852,"15-19 years",5,17,"female","unemployed","No",NA,"Not in Work Force","Not in Work Force",2020,"Greater Brisbane","31401138634",424.069610595703,"9"
"83855/1000",83855,"55-59 years",13,57,"female","employed","Yes",NA,"Community and Personal Service Workers","Education and Training",2020,"Greater Brisbane","31401138634",179.280990600586,"9"
"83855/1001",83855,"55-59 years",13,57,"male","unemployed","No",NA,"Not in Work Force","Not in Work Force",2020,"Greater Brisbane","31401138634",261.203918457031,"9"
"83857/1000",83857,"55-59 years",13,57,"female","employed","Yes",NA,"Technicians and Trades Worker","Information Media and Telecommunications",2020,"Greater Brisbane","31401138634",504.474334716797,"9"
"83857/1001",83857,"60-64 years",14,62,"male","employed","Yes",NA,"Professional","Information Media and Telecommunications",2020,"Greater Brisbane","31401138634",402.593353271484,"9"
"83857/1002",83857,"20-24 years",6,22,"female","employed","No",NA,"Labourers","Other Services",2020,"Greater Brisbane","31401138634",869.577453613281,"9"
"83857/1003",83857,"25-29 years",7,27,"male","employed","Yes","Part time","Labourers","Construction",2020,"Greater Brisbane","31401138634",1245.56640625,"9"
"83857/1004",83857,"25-29 years",7,27,"male","employed","Yes",NA,"Professional","Information Media and Telecommunications",2020,"Greater Brisbane","31401138634",1245.56640625,"9"
"83860/1000",83860,"25-29 years",7,27,"female","employed","Yes",NA,"Professional","Other Services",2020,"Greater Brisbane","30204104416",1240.35559082031,"7"
"83860/1001",83860,"65-69 years",15,67,"male","unemployed","No",NA,"Not in Work Force","Not in Work Force",2020,"Greater Brisbane","30204104416",426.436920166016,"7"
"83860/1002",83860,"60-64 years",14,62,"female","employed","No",NA,"Community and Personal Service Workers","Education and Training",2020,"Greater Brisbane","30204104416",531.132019042969,"7"
"83863/1000",83863,"70-74 years",16,72,"male","unemployed","No",NA,"Not in Work Force","Not in Work Force",2020,"Greater Brisbane","30204104416",368.036743164062,"7"
"83863/1001",83863,"65-69 years",15,67,"female","unemployed","No",NA,"Not in Work Force","Not in Work Force",2020,"Greater Brisbane","30204104416",304.822784423828,"7"
"83864/1000",83864,"80-84 years",18,82,"male","unemployed","No",NA,"Not in Work Force","Not in Work Force",2020,"Greater Brisbane","30204104416",491.522796630859,"7"
"83864/1001",83864,"75-79 years",17,77,"female","unemployed","No",NA,"Not in Work Force","Not in Work Force",2020,"Greater Brisbane","30204104416",410.973388671875,"7"
"83866/1005",83866,"55-59 years",13,57,"female","unemployed","No",NA,"Not in Work Force","Not in Work Force",2020,"Greater Brisbane","30204104416",468.386108398438,"7"
"83867/1000",83867,"40-44 years",10,42,"female","employed","Yes",NA,"Sales Workers","Retail Trade",2020,"Greater Brisbane","30204104416",578.036804199219,"7"
"83869/1000",83869,"65-69 years",15,67,"female","unemployed","No",NA,"Not in Work Force","Not in Work Force",2020,"Greater Brisbane","30204104416",304.822784423828,"7"
"83869/1001",83869,"95-99 years",19,97,"female","unemployed","No",NA,"Not in Work Force","Not in Work Force",2020,"Greater Brisbane","30204104416",496.336608886719,"7"
"83870/1000",83870,"80-84 years",18,82,"male","unemployed","No",NA,"Not in Work Force","Not in Work Force",2020,"Greater Brisbane","30204104416",532.242065429688,"7"
"83872/1000",83872,"45-49 years",11,47,"male","employed","Yes",NA,"Professional","Health Care and Social Assistance",2020,"Greater Brisbane","30204104416",490.858123779297,"7"
"83872/1003",83872,"45-49 years",11,47,"female","employed","No",NA,"Professional","Arts and Recreation Services",2020,"Greater Brisbane","30204104416",587.36279296875,"7"
"83873/1000",83873,"50-54 years",12,52,"male","employed","Yes",NA,"Community and Personal Service Workers","Other Services",2020,"Greater Brisbane","30204104416",488.224273681641,"7"
