persid,cluster_id,household_id,participant_id,age_band,sex,year,trip_id,trip_purpose,participant_wt,trips_wt,trip_mode,trip_duration,trip_distance,day_type,trip_id_2,age_group,dist_cat
86983/1000,NA,86983,2322,35-39 years,female,21,7988,Other,414.036376953125,414.036376953125,car,10,1.94,weekday,1,20 to 39,1-2km
86983/1000,NA,86983,2322,35-39 years,female,21,7989,Shopping,414.036376953125,414.036376953125,car,10,2.34,weekday,2,20 to 39,3-5km
86983/1000,NA,86983,2322,35-39 years,female,21,7990,Shopping,414.036376953125,414.036376953125,car,10,1.82,weekday,3,20 to 39,1-2km
86983/1000,NA,86983,2322,35-39 years,female,21,7991,Other,414.036376953125,414.036376953125,car,15,1.94,weekday,4,20 to 39,1-2km
86983/1000,NA,86983,2322,35-39 years,female,21,7992,Other,414.036376953125,414.036376953125,car,15,2.04,weekday,5,20 to 39,3-5km
86983/1000,NA,86983,2322,35-39 years,female,21,7993,Leisure,414.036376953125,414.036376953125,pedestrian,13,1.05,weekday,6,20 to 39,1-2km
86983/1000,NA,86983,2322,35-39 years,female,21,7994,Leisure,414.036376953125,414.036376953125,pedestrian,10,1.05,weekday,7,20 to 39,1-2km
86983/1001,NA,86983,2323,35-39 years,male,21,7995,Leisure,448.437194824219,448.437194824219,pedestrian,13,1.05,weekday,1,20 to 39,1-2km
86983/1001,NA,86983,2323,35-39 years,male,21,7996,Leisure,448.437194824219,448.437194824219,pedestrian,10,1.05,weekday,2,20 to 39,1-2km
86983/1001,NA,86983,2323,35-39 years,male,21,7997,Other,448.437194824219,448.437194824219,car,3,1.1,weekday,3,20 to 39,1-2km
86983/1001,NA,86983,2323,35-39 years,male,21,7998,Other,448.437194824219,448.437194824219,bus,5,1.07,weekday,4,20 to 39,1-2km
86985/1000,NA,86985,2324,45-49 years,female,21,7999,Leisure,294.0693359375,294.0693359375,car,15,2.16,weekday,1,40 to 64,3-5km
86985/1000,NA,86985,2324,45-49 years,female,21,8000,Leisure,294.0693359375,294.0693359375,car,15,2.23,weekday,2,40 to 64,3-5km
86985/1000,NA,86985,2324,45-49 years,female,21,8001,Other,294.0693359375,294.0693359375,car,20,9.07,weekday,3,40 to 64,6-10km
86985/1000,NA,86985,2324,45-49 years,female,21,8002,Other,294.0693359375,294.0693359375,car,20,8.69,weekday,4,40 to 64,6-10km
86985/1000,NA,86985,2324,45-49 years,female,21,8003,Leisure,294.0693359375,294.0693359375,pedestrian,40,0.56,weekday,5,40 to 64,<1km
86985/1000,NA,86985,2324,45-49 years,female,21,8004,Leisure,294.0693359375,294.0693359375,pedestrian,5,0.56,weekday,6,40 to 64,<1km
86985/1001,NA,86985,2325,15-19 years,male,21,8005,Education,243.971801757812,243.971801757812,car,20,9.07,weekday,1,15 to 19,6-10km
86985/1002,NA,86985,2326,45-49 years,male,21,8006,Work,301.603668212891,301.603668212891,car,20,10.25,weekday,1,40 to 64,>10km
86985/1002,NA,86985,2326,45-49 years,male,21,8007,Work,301.603668212891,301.603668212891,car,30,10.2,weekday,2,40 to 64,>10km
86985/1002,NA,86985,2326,45-49 years,male,21,8008,Leisure,301.603668212891,301.603668212891,pedestrian,40,0.56,weekday,3,40 to 64,<1km
86985/1002,NA,86985,2326,45-49 years,male,21,8009,Leisure,301.603668212891,301.603668212891,pedestrian,5,0.56,weekday,4,40 to 64,<1km
86986/1000,NA,86986,2327,75-79 years,female,21,8010,Shopping,231.745056152344,231.745056152344,car,7,2.23,weekday,1,65 plus,3-5km
86986/1000,NA,86986,2327,75-79 years,female,21,8011,Shopping,231.745056152344,231.745056152344,car,7,2.14,weekday,2,65 plus,3-5km
86987/1000,NA,86987,2328,80-84 years,male,21,8012,Other,213.465911865234,213.465911865234,car,10,2.16,weekday,1,65 plus,3-5km
86987/1000,NA,86987,2328,80-84 years,male,21,8013,Other,213.465911865234,213.465911865234,car,5,2.58,weekday,2,65 plus,3-5km
86987/1001,NA,86987,2329,75-79 years,female,21,8014,Other,181.604446411133,181.604446411133,car,10,5.63,weekday,1,65 plus,6-10km
86987/1001,NA,86987,2329,75-79 years,female,21,8015,Other,181.604446411133,181.604446411133,car,10,5.51,weekday,2,65 plus,6-10km
86987/1001,NA,86987,2329,75-79 years,female,21,8016,Other,181.604446411133,181.604446411133,car,2,0.38,weekday,3,65 plus,<1km
86987/1001,NA,86987,2329,75-79 years,female,21,8017,Other,181.604446411133,181.604446411133,car,2,0.38,weekday,4,65 plus,<1km
86987/1001,NA,86987,2329,75-79 years,female,21,8018,Other,181.604446411133,181.604446411133,car,10,2.16,weekday,5,65 plus,3-5km
86987/1001,NA,86987,2329,75-79 years,female,21,8019,Other,181.604446411133,181.604446411133,car,5,2.58,weekday,6,65 plus,3-5km
86988/1000,NA,86988,2330,75-79 years,male,21,8020,Shopping,146.185394287109,146.185394287109,pedestrian,5,0.45,weekday,1,65 plus,<1km
86988/1000,NA,86988,2330,75-79 years,male,21,8021,Shopping,146.185394287109,146.185394287109,pedestrian,5,0.45,weekday,2,65 plus,<1km
86988/1000,NA,86988,2330,75-79 years,male,21,8022,Shopping,146.185394287109,146.185394287109,car,20,5.39,weekday,3,65 plus,6-10km
86988/1000,NA,86988,2330,75-79 years,male,21,8023,Shopping,146.185394287109,146.185394287109,car,20,5.29,weekday,4,65 plus,6-10km
86988/1001,NA,86988,2331,75-79 years,female,21,8024,Shopping,181.604446411133,181.604446411133,car,20,5.39,weekday,1,65 plus,6-10km
86988/1001,NA,86988,2331,75-79 years,female,21,8025,Shopping,181.604446411133,181.604446411133,car,20,5.29,weekday,2,65 plus,6-10km
86989/1000,NA,86989,2332,40-44 years,male,21,8026,Shopping,177.851913452148,177.851913452148,car,10,2.17,weekday,1,40 to 64,3-5km
86989/1000,NA,86989,2332,40-44 years,male,21,8027,Shopping,177.851913452148,177.851913452148,car,10,2.15,weekday,2,40 to 64,3-5km
86989/1001,NA,86989,2333,35-39 years,female,21,8028,Work,147.140991210938,147.140991210938,car,20,4.36,weekday,1,20 to 39,3-5km
86989/1001,NA,86989,2333,35-39 years,female,21,8029,Work,147.140991210938,147.140991210938,car,20,4.39,weekday,2,20 to 39,3-5km
86990/1001,NA,86990,2334,30-34 years,male,21,8030,Work,286.1357421875,286.1357421875,car,30,14.04,weekday,1,20 to 39,>10km
86990/1001,NA,86990,2334,30-34 years,male,21,8031,Work,286.1357421875,286.1357421875,car,30,14.04,weekday,2,20 to 39,>10km
86991/1000,NA,86991,2335,70-74 years,male,21,8032,Leisure,152.162673950195,152.162673950195,car,90,63.41,weekday,1,65 plus,>10km
86991/1000,NA,86991,2335,70-74 years,male,21,8033,Leisure,152.162673950195,152.162673950195,car,90,63.46,weekday,2,65 plus,>10km
86991/1001,NA,86991,2336,70-74 years,female,21,8034,Leisure,171.396911621094,171.396911621094,car,90,63.41,weekday,1,65 plus,>10km
86991/1001,NA,86991,2336,70-74 years,female,21,8035,Leisure,171.396911621094,171.396911621094,car,90,63.46,weekday,2,65 plus,>10km
86992/1000,NA,86992,2337,55-59 years,male,21,8036,Work,261.203918457031,261.203918457031,car,10,2.95,weekday,1,40 to 64,3-5km
86992/1000,NA,86992,2337,55-59 years,male,21,8037,Work,261.203918457031,261.203918457031,car,15,2.92,weekday,2,40 to 64,3-5km
86992/1000,NA,86992,2337,55-59 years,male,21,8038,Leisure,261.203918457031,261.203918457031,car,15,5.41,weekday,3,40 to 64,6-10km
86992/1000,NA,86992,2337,55-59 years,male,21,8039,Leisure,261.203918457031,261.203918457031,car,5,2.75,weekday,4,40 to 64,3-5km
86992/1000,NA,86992,2337,55-59 years,male,21,8040,Leisure,261.203918457031,261.203918457031,car,10,7.5,weekday,5,40 to 64,6-10km
86992/1001,NA,86992,2338,55-59 years,female,21,8041,Work,179.280990600586,179.280990600586,car,10,1.88,weekday,1,40 to 64,1-2km
86992/1001,NA,86992,2338,55-59 years,female,21,8042,Work,179.280990600586,179.280990600586,car,15,2.02,weekday,2,40 to 64,3-5km
86993/1001,NA,86993,2339,60-64 years,female,21,8043,Work,156.893493652344,156.893493652344,car,5,2.6,weekday,1,40 to 64,3-5km
86993/1001,NA,86993,2339,60-64 years,female,21,8044,Work,156.893493652344,156.893493652344,car,10,2.73,weekday,2,40 to 64,3-5km
86995/1000,NA,86995,2340,25-29 years,female,21,8045,Work,457.866882324219,457.866882324219,car,20,5.69,weekday,1,20 to 39,6-10km
86995/1000,NA,86995,2340,25-29 years,female,21,8046,Work,457.866882324219,457.866882324219,car,15,5.85,weekday,2,20 to 39,6-10km
86996/1000,NA,86996,2341,45-49 years,female,21,8047,Leisure,235.698928833008,235.698928833008,car,5,1.81,weekday,1,40 to 64,1-2km
86996/1000,NA,86996,2341,45-49 years,female,21,8048,Leisure,235.698928833008,235.698928833008,car,5,2,weekday,2,40 to 64,1-2km
86996/1000,NA,86996,2341,45-49 years,female,21,8049,Leisure,235.698928833008,235.698928833008,pedestrian,60,0,weekday,3,40 to 64,<1km
86997/1000,NA,86997,2342,60-64 years,male,21,8050,Work,143.074340820312,143.074340820312,car,35,20.96,weekday,1,40 to 64,>10km
86997/1000,NA,86997,2342,60-64 years,male,21,8051,Work,143.074340820312,143.074340820312,car,35,23.52,weekday,2,40 to 64,>10km
86997/1001,NA,86997,2343,60-64 years,female,21,8052,Work,156.893493652344,156.893493652344,car,5,8.2,weekday,1,40 to 64,6-10km
86997/1001,NA,86997,2343,60-64 years,female,21,8053,Work,156.893493652344,156.893493652344,car,10,8.76,weekday,2,40 to 64,6-10km
86998/1000,NA,86998,2344,80-84 years,female,21,8054,Shopping,242.680282592773,242.680282592773,car,10,1.91,weekday,1,65 plus,1-2km
86998/1000,NA,86998,2344,80-84 years,female,21,8055,Shopping,242.680282592773,242.680282592773,car,5,1.89,weekday,2,65 plus,1-2km
87001/1000,NA,87001,2345,35-39 years,male,21,8056,Work,347.083160400391,347.083160400391,car,25,9.29,weekday,1,20 to 39,6-10km
87001/1000,NA,87001,2345,35-39 years,male,21,8057,Work,347.083160400391,347.083160400391,car,28,9.49,weekday,2,20 to 39,6-10km
87001/1000,NA,87001,2345,35-39 years,male,21,8058,Leisure,347.083160400391,347.083160400391,pedestrian,49,0,weekday,3,20 to 39,<1km
87001/1001,NA,87001,2346,30-34 years,female,21,8059,Other,540.867980957031,540.867980957031,car,6,1.98,weekday,1,20 to 39,1-2km
87001/1001,NA,87001,2346,30-34 years,female,21,8060,Other,540.867980957031,540.867980957031,car,4,2.03,weekday,2,20 to 39,3-5km
87001/1001,NA,87001,2346,30-34 years,female,21,8061,Other,540.867980957031,540.867980957031,car,6,1.98,weekday,3,20 to 39,1-2km
87001/1001,NA,87001,2346,30-34 years,female,21,8062,Other,540.867980957031,540.867980957031,car,6,2.03,weekday,4,20 to 39,3-5km
87001/1001,NA,87001,2346,30-34 years,female,21,8063,Leisure,540.867980957031,540.867980957031,pedestrian,49,0,weekday,5,20 to 39,<1km
87003/1000,NA,87003,2347,35-39 years,male,21,8064,Other,253.730651855469,253.730651855469,car,5,7.53,weekday,1,20 to 39,6-10km
87003/1000,NA,87003,2347,35-39 years,male,21,8065,Other,253.730651855469,253.730651855469,car,8,7.77,weekday,2,20 to 39,6-10km
87003/1000,NA,87003,2347,35-39 years,male,21,8066,Other,253.730651855469,253.730651855469,car,8,7.53,weekday,3,20 to 39,6-10km
87003/1000,NA,87003,2347,35-39 years,male,21,8067,Other,253.730651855469,253.730651855469,car,6,7.77,weekday,4,20 to 39,6-10km
87003/1001,NA,87003,2348,35-39 years,female,21,8068,Work,234.266296386719,234.266296386719,car,30,10.55,weekday,1,20 to 39,>10km
87003/1001,NA,87003,2348,35-39 years,female,21,8069,Work,234.266296386719,234.266296386719,car,30,10.45,weekday,2,20 to 39,>10km
87005/1000,NA,87005,2349,55-59 years,female,21,8070,Work,285.437072753906,285.437072753906,car,24,4.9,weekday,1,40 to 64,3-5km
87005/1000,NA,87005,2349,55-59 years,female,21,8071,Other,285.437072753906,285.437072753906,car,17,6.37,weekday,2,40 to 64,6-10km
87005/1000,NA,87005,2349,55-59 years,female,21,8072,Shopping,285.437072753906,285.437072753906,car,23,7.38,weekday,3,40 to 64,6-10km
87005/1000,NA,87005,2349,55-59 years,female,21,8073,Shopping,285.437072753906,285.437072753906,car,6,2.56,weekday,4,40 to 64,3-5km
87005/1002,NA,87005,2350,20-24 years,female,21,8074,Work,492.016418457031,492.016418457031,car,39,9.44,weekday,1,20 to 39,6-10km
87005/1002,NA,87005,2350,20-24 years,female,21,8075,Shopping,492.016418457031,492.016418457031,car,23,7.38,weekday,2,20 to 39,6-10km
87005/1002,NA,87005,2350,20-24 years,female,21,8076,Shopping,492.016418457031,492.016418457031,car,6,2.56,weekday,3,20 to 39,3-5km
87009/1000,NA,87009,2351,50-54 years,male,21,8077,Work,235.916015625,235.916015625,car,45,26.97,weekday,1,40 to 64,>10km
87009/1000,NA,87009,2351,50-54 years,male,21,8078,Work,235.916015625,235.916015625,car,60,27.21,weekday,2,40 to 64,>10km
87009/1000,NA,87009,2351,50-54 years,male,21,8079,Leisure,235.916015625,235.916015625,pedestrian,45,0,weekday,3,40 to 64,<1km
87012/1000,NA,87012,2352,55-59 years,female,21,8080,Work,568.320922851562,568.320922851562,car,20,7.71,weekday,1,40 to 64,6-10km
87012/1000,NA,87012,2352,55-59 years,female,21,8081,Work,568.320922851562,568.320922851562,car,20,7.57,weekday,2,40 to 64,6-10km
87012/1001,NA,87012,2353,55-59 years,male,21,8082,Work,598.893310546875,598.893310546875,car,15,7.71,weekday,1,40 to 64,6-10km
87012/1001,NA,87012,2353,55-59 years,male,21,8083,Work,598.893310546875,598.893310546875,car,15,7.57,weekday,2,40 to 64,6-10km
87012/1001,NA,87012,2353,55-59 years,male,21,8084,Work,598.893310546875,598.893310546875,car,15,7.71,weekday,3,40 to 64,6-10km
87012/1001,NA,87012,2353,55-59 years,male,21,8085,Work,598.893310546875,598.893310546875,car,30,7.57,weekday,4,40 to 64,6-10km
87012/1002,NA,87012,2354,20-24 years,male,21,8086,Work,1088.4951171875,1088.4951171875,car,10,3.39,weekday,1,20 to 39,3-5km
87012/1002,NA,87012,2354,20-24 years,male,21,8087,Work,1088.4951171875,1088.4951171875,car,10,3.39,weekday,2,20 to 39,3-5km
87013/1000,NA,87013,2355,20-24 years,female,21,8088,Other,1236.85375976562,1236.85375976562,car,25,4.91,weekday,1,20 to 39,3-5km
87013/1000,NA,87013,2355,20-24 years,female,21,8089,Shopping,1236.85375976562,1236.85375976562,car,14,1.97,weekday,2,20 to 39,1-2km
87013/1000,NA,87013,2355,20-24 years,female,21,8090,Shopping,1236.85375976562,1236.85375976562,car,10,3.68,weekday,3,20 to 39,3-5km
87013/1001,NA,87013,2356,55-59 years,female,21,8091,Other,729.069885253906,729.069885253906,car,2,0.36,weekday,1,40 to 64,<1km
87013/1001,NA,87013,2356,55-59 years,female,21,8092,Other,729.069885253906,729.069885253906,car,2,0.36,weekday,2,40 to 64,<1km
87013/1001,NA,87013,2356,55-59 years,female,21,8093,Other,729.069885253906,729.069885253906,car,1,0.36,weekday,3,40 to 64,<1km
87013/1001,NA,87013,2356,55-59 years,female,21,8094,Other,729.069885253906,729.069885253906,car,2,0.36,weekday,4,40 to 64,<1km
87013/1001,NA,87013,2356,55-59 years,female,21,8095,Other,729.069885253906,729.069885253906,car,10,2.38,weekday,5,40 to 64,3-5km
87013/1001,NA,87013,2356,55-59 years,female,21,8096,Other,729.069885253906,729.069885253906,car,11,2.7,weekday,6,40 to 64,3-5km
87013/1002,NA,87013,2357,25-29 years,female,21,8097,Other,1591.18872070312,1591.18872070312,car,25,4.91,weekday,1,20 to 39,3-5km
87013/1002,NA,87013,2357,25-29 years,female,21,8098,Shopping,1591.18872070312,1591.18872070312,car,14,1.97,weekday,2,20 to 39,1-2km
87013/1002,NA,87013,2357,25-29 years,female,21,8099,Shopping,1591.18872070312,1591.18872070312,car,10,3.68,weekday,3,20 to 39,3-5km
87013/1003,NA,87013,2358,15-19 years,male,21,8100,Other,782.303466796875,782.303466796875,car,2,0.36,weekday,1,15 to 19,<1km
87013/1003,NA,87013,2358,15-19 years,male,21,8101,Other,782.303466796875,782.303466796875,car,2,0.36,weekday,2,15 to 19,<1km
87013/1003,NA,87013,2358,15-19 years,male,21,8102,Other,782.303466796875,782.303466796875,car,1,0.36,weekday,3,15 to 19,<1km
87013/1003,NA,87013,2358,15-19 years,male,21,8103,Other,782.303466796875,782.303466796875,car,2,0.36,weekday,4,15 to 19,<1km
87013/1003,NA,87013,2358,15-19 years,male,21,8104,Other,782.303466796875,782.303466796875,car,25,4.91,weekday,5,15 to 19,3-5km
87013/1003,NA,87013,2358,15-19 years,male,21,8105,Shopping,782.303466796875,782.303466796875,car,14,1.97,weekday,6,15 to 19,1-2km
87013/1003,NA,87013,2358,15-19 years,male,21,8106,Shopping,782.303466796875,782.303466796875,car,10,3.68,weekday,7,15 to 19,3-5km
87013/1004,NA,87013,2359,15-19 years,male,21,8107,Other,782.303466796875,782.303466796875,car,10,2.38,weekday,1,15 to 19,3-5km
87013/1004,NA,87013,2359,15-19 years,male,21,8108,Other,782.303466796875,782.303466796875,car,11,2.7,weekday,2,15 to 19,3-5km
87019/1000,NA,87019,2360,60-64 years,male,21,8109,Work,407.964630126953,407.964630126953,car,30,17.24,weekday,1,40 to 64,>10km
87019/1000,NA,87019,2360,60-64 years,male,21,8110,Work,407.964630126953,407.964630126953,car,30,17.08,weekday,2,40 to 64,>10km
87019/1001,NA,87019,2361,60-64 years,female,21,8111,Leisure,437.736572265625,437.736572265625,pedestrian,40,2.71,weekday,1,40 to 64,3-5km
87019/1001,NA,87019,2361,60-64 years,female,21,8112,Leisure,437.736572265625,437.736572265625,pedestrian,55,2.71,weekday,2,40 to 64,3-5km
87019/1001,NA,87019,2361,60-64 years,female,21,8113,Leisure,437.736572265625,437.736572265625,car,10,4.09,weekday,3,40 to 64,3-5km
87019/1001,NA,87019,2361,60-64 years,female,21,8114,Leisure,437.736572265625,437.736572265625,car,15,4.9,weekday,4,40 to 64,3-5km
87019/1001,NA,87019,2361,60-64 years,female,21,8115,Leisure,437.736572265625,437.736572265625,car,30,8.67,weekday,5,40 to 64,6-10km
87020/1000,NA,87020,2362,60-64 years,female,21,8116,Work,531.132019042969,531.132019042969,car,10,1.48,weekday,1,40 to 64,1-2km
87020/1000,NA,87020,2362,60-64 years,female,21,8117,Work,531.132019042969,531.132019042969,car,6,1.61,weekday,2,40 to 64,1-2km
87020/1001,NA,87020,2363,55-59 years,male,21,8118,Work,598.893310546875,598.893310546875,pedestrian,23,2.33,weekday,1,40 to 64,3-5km
87020/1001,NA,87020,2363,55-59 years,male,21,8119,Work,598.893310546875,598.893310546875,pedestrian,23,2.33,weekday,2,40 to 64,3-5km
87022/1000,NA,87022,2364,40-44 years,male,21,8120,Other,554.12841796875,554.12841796875,car,20,1.67,weekday,1,40 to 64,1-2km
87022/1000,NA,87022,2364,40-44 years,male,21,8121,Other,554.12841796875,554.12841796875,car,5,1.35,weekday,2,40 to 64,1-2km
87022/1000,NA,87022,2364,40-44 years,male,21,8122,Work,554.12841796875,554.12841796875,car,4,1.98,weekday,3,40 to 64,1-2km
87022/1000,NA,87022,2364,40-44 years,male,21,8123,Work,554.12841796875,554.12841796875,car,5,2.24,weekday,4,40 to 64,3-5km
87022/1000,NA,87022,2364,40-44 years,male,21,8124,Other,554.12841796875,554.12841796875,car,20,1.67,weekday,5,40 to 64,1-2km
87022/1000,NA,87022,2364,40-44 years,male,21,8125,Other,554.12841796875,554.12841796875,car,5,1.35,weekday,6,40 to 64,1-2km
87022/1000,NA,87022,2364,40-44 years,male,21,8126,Leisure,554.12841796875,554.12841796875,car,10,1.7,weekday,7,40 to 64,1-2km
87022/1000,NA,87022,2364,40-44 years,male,21,8127,Leisure,554.12841796875,554.12841796875,car,5,1.49,weekday,8,40 to 64,1-2km
87022/1001,NA,87022,2365,40-44 years,female,21,8128,Work,575.516906738281,575.516906738281,car,10,4.31,weekday,1,40 to 64,3-5km
87022/1001,NA,87022,2365,40-44 years,female,21,8129,Shopping,575.516906738281,575.516906738281,pedestrian,10,1.14,weekday,2,40 to 64,1-2km
87022/1001,NA,87022,2365,40-44 years,female,21,8130,Work,575.516906738281,575.516906738281,pedestrian,15,1.14,weekday,3,40 to 64,1-2km
87022/1001,NA,87022,2365,40-44 years,female,21,8131,Work,575.516906738281,575.516906738281,car,20,4.51,weekday,4,40 to 64,3-5km
87022/1001,NA,87022,2365,40-44 years,female,21,8132,Leisure,575.516906738281,575.516906738281,pedestrian,15,1.11,weekday,5,40 to 64,1-2km
87022/1001,NA,87022,2365,40-44 years,female,21,8133,Leisure,575.516906738281,575.516906738281,pedestrian,15,1.11,weekday,6,40 to 64,1-2km
87030/1000,NA,87030,2366,40-44 years,female,21,8134,Other,575.516906738281,575.516906738281,car,5,1.16,weekday,1,40 to 64,1-2km
87030/1000,NA,87030,2366,40-44 years,female,21,8135,Other,575.516906738281,575.516906738281,car,5,1.1,weekday,2,40 to 64,1-2km
87030/1000,NA,87030,2366,40-44 years,female,21,8136,Leisure,575.516906738281,575.516906738281,car,5,1.16,weekday,3,40 to 64,1-2km
87030/1000,NA,87030,2366,40-44 years,female,21,8137,Shopping,575.516906738281,575.516906738281,car,10,1.07,weekday,4,40 to 64,1-2km
87030/1000,NA,87030,2366,40-44 years,female,21,8138,Shopping,575.516906738281,575.516906738281,car,5,0.87,weekday,5,40 to 64,<1km
87030/1000,NA,87030,2366,40-44 years,female,21,8139,Shopping,575.516906738281,575.516906738281,car,10,3.43,weekday,6,40 to 64,3-5km
87030/1000,NA,87030,2366,40-44 years,female,21,8140,Other,575.516906738281,575.516906738281,car,15,2.54,weekday,7,40 to 64,3-5km
87030/1000,NA,87030,2366,40-44 years,female,21,8141,Other,575.516906738281,575.516906738281,car,5,1.1,weekday,8,40 to 64,1-2km
87030/1000,NA,87030,2366,40-44 years,female,21,8142,Other,575.516906738281,575.516906738281,car,5,1.26,weekday,9,40 to 64,1-2km
87030/1000,NA,87030,2366,40-44 years,female,21,8143,Other,575.516906738281,575.516906738281,car,5,1.28,weekday,10,40 to 64,1-2km
87030/1000,NA,87030,2366,40-44 years,female,21,8144,Other,575.516906738281,575.516906738281,car,5,1.26,weekday,11,40 to 64,1-2km
87030/1000,NA,87030,2366,40-44 years,female,21,8145,Other,575.516906738281,575.516906738281,car,5,1.28,weekday,12,40 to 64,1-2km
87030/1001,NA,87030,2367,40-44 years,male,21,8146,Leisure,554.12841796875,554.12841796875,car,5,2.58,weekday,1,40 to 64,3-5km
87030/1001,NA,87030,2367,40-44 years,male,21,8147,Shopping,554.12841796875,554.12841796875,car,5,2.24,weekday,2,40 to 64,3-5km
87030/1001,NA,87030,2367,40-44 years,male,21,8148,Shopping,554.12841796875,554.12841796875,car,5,0.54,weekday,3,40 to 64,<1km
87030/1001,NA,87030,2367,40-44 years,male,21,8149,Other,554.12841796875,554.12841796875,car,20,4.46,weekday,4,40 to 64,3-5km
87030/1001,NA,87030,2367,40-44 years,male,21,8150,Work,554.12841796875,554.12841796875,car,10,1.67,weekday,5,40 to 64,1-2km
87030/1001,NA,87030,2367,40-44 years,male,21,8151,Other,554.12841796875,554.12841796875,car,5,1.13,weekday,6,40 to 64,1-2km
87030/1001,NA,87030,2367,40-44 years,male,21,8152,Other,554.12841796875,554.12841796875,car,20,3.77,weekday,7,40 to 64,3-5km
87030/1001,NA,87030,2367,40-44 years,male,21,8153,Other,554.12841796875,554.12841796875,car,5,0.82,weekday,8,40 to 64,<1km
87030/1001,NA,87030,2367,40-44 years,male,21,8154,Shopping,554.12841796875,554.12841796875,car,10,3.08,weekday,9,40 to 64,3-5km
87030/1001,NA,87030,2367,40-44 years,male,21,8155,Shopping,554.12841796875,554.12841796875,car,10,3.54,weekday,10,40 to 64,3-5km
87030/1002,NA,87030,2368,15-19 years,female,21,8156,Education,456.759735107422,456.759735107422,car,20,4.46,weekday,1,15 to 19,3-5km
87030/1002,NA,87030,2368,15-19 years,female,21,8157,Shopping,456.759735107422,456.759735107422,pedestrian,5,0.99,weekday,2,15 to 19,<1km
87030/1002,NA,87030,2368,15-19 years,female,21,8158,Shopping,456.759735107422,456.759735107422,bus,10,1.63,weekday,2,15 to 19,1-2km
87030/1002,NA,87030,2368,15-19 years,female,21,8159,Shopping,456.759735107422,456.759735107422,pedestrian,5,0.31,weekday,2,15 to 19,<1km
87030/1002,NA,87030,2368,15-19 years,female,21,8160,Shopping,456.759735107422,456.759735107422,pedestrian,5,0.43,weekday,3,15 to 19,<1km
87030/1002,NA,87030,2368,15-19 years,female,21,8161,Shopping,456.759735107422,456.759735107422,car,20,3.77,weekday,3,15 to 19,3-5km
87031/1000,NA,87031,2369,55-59 years,male,21,8162,Work,532.142456054688,532.142456054688,pedestrian,15,0.88,weekday,1,40 to 64,<1km
87031/1000,NA,87031,2369,55-59 years,male,21,8163,Work,532.142456054688,532.142456054688,train,33,6.15,weekday,1,40 to 64,6-10km
87031/1000,NA,87031,2369,55-59 years,male,21,8164,Work,532.142456054688,532.142456054688,pedestrian,12,0.35,weekday,1,40 to 64,<1km
87031/1000,NA,87031,2369,55-59 years,male,21,8165,Work,532.142456054688,532.142456054688,pedestrian,15,0.35,weekday,2,40 to 64,<1km
87031/1000,NA,87031,2369,55-59 years,male,21,8166,Work,532.142456054688,532.142456054688,train,25,6.15,weekday,2,40 to 64,6-10km
87031/1000,NA,87031,2369,55-59 years,male,21,8167,Work,532.142456054688,532.142456054688,pedestrian,15,0.88,weekday,2,40 to 64,<1km
87031/1001,NA,87031,2370,50-54 years,female,21,8168,Work,484.974609375,484.974609375,car,25,6.17,weekday,1,40 to 64,6-10km
87031/1001,NA,87031,2370,50-54 years,female,21,8169,Work,484.974609375,484.974609375,car,15,6.38,weekday,2,40 to 64,6-10km
87031/1003,NA,87031,2371,15-19 years,female,21,8170,Education,456.759735107422,456.759735107422,pedestrian,20,1.15,weekday,1,15 to 19,1-2km
87031/1003,NA,87031,2371,15-19 years,female,21,8171,Education,456.759735107422,456.759735107422,pedestrian,20,1.15,weekday,2,15 to 19,1-2km
87032/1000,NA,87032,2372,60-64 years,female,21,8172,Shopping,437.736572265625,437.736572265625,car,20,6.38,weekday,1,40 to 64,6-10km
87032/1000,NA,87032,2372,60-64 years,female,21,8173,Shopping,437.736572265625,437.736572265625,car,20,6.41,weekday,2,40 to 64,6-10km
87032/1000,NA,87032,2372,60-64 years,female,21,8174,Work,437.736572265625,437.736572265625,car,10,1.72,weekday,3,40 to 64,1-2km
87032/1000,NA,87032,2372,60-64 years,female,21,8175,Work,437.736572265625,437.736572265625,car,10,2.95,weekday,4,40 to 64,3-5km
87032/1000,NA,87032,2372,60-64 years,female,21,8176,Work,437.736572265625,437.736572265625,car,20,1.72,weekday,5,40 to 64,1-2km
87032/1000,NA,87032,2372,60-64 years,female,21,8177,Leisure,437.736572265625,437.736572265625,pedestrian,10,0.54,weekday,6,40 to 64,<1km
87032/1000,NA,87032,2372,60-64 years,female,21,8178,Leisure,437.736572265625,437.736572265625,pedestrian,10,0.54,weekday,7,40 to 64,<1km
87032/1001,NA,87032,2373,40-44 years,female,21,8179,Other,533.81396484375,533.81396484375,car,15,1.72,weekday,1,40 to 64,1-2km
87032/1001,NA,87032,2373,40-44 years,female,21,8180,Other,533.81396484375,533.81396484375,car,15,1.71,weekday,2,40 to 64,1-2km
87033/1000,NA,87033,2374,50-54 years,female,21,8181,Shopping,545.808776855469,545.808776855469,pedestrian,5,0.19,weekday,1,40 to 64,<1km
87033/1000,NA,87033,2374,50-54 years,female,21,8182,Shopping,545.808776855469,545.808776855469,pedestrian,5,0.19,weekday,2,40 to 64,<1km
