persid,cluster_id,household_id,participant_id,age_band,sex,year,trip_id,trip_purpose,participant_wt,trips_wt,trip_mode,trip_duration,trip_distance,day_type,trip_id_2,age_group,dist_cat
85537/1000,NA,85537,1585,30-34 years,male,20,5519,Shopping,286.1357421875,286.1357421875,car,7,3.63,weekday,5,20 to 39,3-5km
85537/1000,NA,85537,1585,30-34 years,male,20,5520,Shopping,286.1357421875,286.1357421875,car,10,3.44,weekday,6,20 to 39,3-5km
85537/1001,NA,85537,1586,30-34 years,female,20,5521,Shopping,248.344512939453,248.344512939453,car,5,2.2,weekday,1,20 to 39,3-5km
85537/1001,NA,85537,1586,30-34 years,female,20,5522,Shopping,248.344512939453,248.344512939453,car,5,2.12,weekday,2,20 to 39,3-5km
85537/1001,NA,85537,1586,30-34 years,female,20,5523,Leisure,248.344512939453,248.344512939453,pedestrian,10,1.08,weekday,3,20 to 39,1-2km
85537/1001,NA,85537,1586,30-34 years,female,20,5524,Leisure,248.344512939453,248.344512939453,pedestrian,10,1.08,weekday,4,20 to 39,1-2km
85539/1000,NA,85539,1587,65-69 years,male,20,5525,Work,151.590209960938,151.590209960938,car,30,15.04,weekday,1,65 plus,>10km
85539/1000,NA,85539,1587,65-69 years,male,20,5526,Work,151.590209960938,151.590209960938,car,35,13.38,weekday,2,65 plus,>10km
85539/1000,NA,85539,1587,65-69 years,male,20,5527,Work,151.590209960938,151.590209960938,car,10,4.25,weekday,3,65 plus,3-5km
85539/1001,NA,85539,1588,60-64 years,female,20,5528,Leisure,156.893493652344,156.893493652344,car,20,10.26,weekday,1,40 to 64,>10km
85539/1001,NA,85539,1588,60-64 years,female,20,5529,Shopping,156.893493652344,156.893493652344,car,10,1.98,weekday,2,40 to 64,1-2km
85539/1001,NA,85539,1588,60-64 years,female,20,5530,Shopping,156.893493652344,156.893493652344,car,15,8.25,weekday,3,40 to 64,6-10km
85540/1001,NA,85540,1589,50-54 years,female,20,5531,Work,484.974609375,484.974609375,car,10,3.93,weekday,1,40 to 64,3-5km
85540/1001,NA,85540,1589,50-54 years,female,20,5532,Work,484.974609375,484.974609375,train,33,14.94,weekday,1,40 to 64,>10km
85540/1001,NA,85540,1589,50-54 years,female,20,5533,Work,484.974609375,484.974609375,pedestrian,10,0.66,weekday,1,40 to 64,<1km
85540/1001,NA,85540,1589,50-54 years,female,20,5534,Work,484.974609375,484.974609375,pedestrian,9,0.66,weekday,2,40 to 64,<1km
85540/1001,NA,85540,1589,50-54 years,female,20,5535,Work,484.974609375,484.974609375,train,21,14.94,weekday,2,40 to 64,>10km
85540/1001,NA,85540,1589,50-54 years,female,20,5536,Work,484.974609375,484.974609375,car,10,3.94,weekday,2,40 to 64,3-5km
85541/1000,NA,85541,1590,70-74 years,male,20,5537,Shopping,368.036743164062,368.036743164062,car,53,58.14,weekday,1,65 plus,>10km
85541/1000,NA,85541,1590,70-74 years,male,20,5538,Shopping,368.036743164062,368.036743164062,car,52,57.43,weekday,2,65 plus,>10km
85541/1001,NA,85541,1591,65-69 years,female,20,5539,Shopping,304.822784423828,304.822784423828,car,53,58.14,weekday,1,65 plus,>10km
85541/1001,NA,85541,1591,65-69 years,female,20,5540,Shopping,304.822784423828,304.822784423828,car,52,57.43,weekday,2,65 plus,>10km
85542/1000,NA,85542,1592,60-64 years,male,20,5541,Work,441.761657714844,441.761657714844,car,30,14.49,weekday,1,40 to 64,>10km
85542/1000,NA,85542,1592,60-64 years,male,20,5542,Work,441.761657714844,441.761657714844,car,20,14.39,weekday,2,40 to 64,>10km
85544/1000,NA,85544,1593,50-54 years,female,20,5543,Work,487.098052978516,487.098052978516,car,15,6.08,weekday,1,40 to 64,6-10km
85544/1000,NA,85544,1593,50-54 years,female,20,5544,Work,487.098052978516,487.098052978516,car,15,6.05,weekday,2,40 to 64,6-10km
85547/1000,NA,85547,1594,40-44 years,male,20,5545,Work,800.032165527344,800.032165527344,car,50,68.03,weekday,1,40 to 64,>10km
85547/1000,NA,85547,1594,40-44 years,male,20,5546,Work,800.032165527344,800.032165527344,car,75,67.5,weekday,2,40 to 64,>10km
85547/1001,NA,85547,1595,35-39 years,female,20,5547,Other,813.797668457031,813.797668457031,car,35,8.89,weekday,1,20 to 39,6-10km
85547/1001,NA,85547,1595,35-39 years,female,20,5548,Work,813.797668457031,813.797668457031,car,20,4.24,weekday,2,20 to 39,3-5km
85547/1001,NA,85547,1595,35-39 years,female,20,5549,Other,813.797668457031,813.797668457031,car,20,6.68,weekday,3,20 to 39,6-10km
85547/1001,NA,85547,1595,35-39 years,female,20,5550,Other,813.797668457031,813.797668457031,car,40,14.69,weekday,4,20 to 39,>10km
85549/1000,NA,85549,1596,35-39 years,female,20,5551,Other,563.662841796875,563.662841796875,car,15,3.12,weekday,1,20 to 39,3-5km
85549/1000,NA,85549,1596,35-39 years,female,20,5552,Other,563.662841796875,563.662841796875,pedestrian,10,0.66,weekday,2,20 to 39,<1km
85549/1000,NA,85549,1596,35-39 years,female,20,5553,Other,563.662841796875,563.662841796875,pedestrian,15,0.66,weekday,3,20 to 39,<1km
85549/1000,NA,85549,1596,35-39 years,female,20,5554,Other,563.662841796875,563.662841796875,car,16,3.1,weekday,4,20 to 39,3-5km
85549/1000,NA,85549,1596,35-39 years,female,20,5555,Other,563.662841796875,563.662841796875,car,10,2.76,weekday,5,20 to 39,3-5km
85549/1000,NA,85549,1596,35-39 years,female,20,5556,Other,563.662841796875,563.662841796875,pedestrian,10,0.66,weekday,6,20 to 39,<1km
85549/1000,NA,85549,1596,35-39 years,female,20,5557,Other,563.662841796875,563.662841796875,car,15,3.1,weekday,7,20 to 39,3-5km
85549/1001,NA,85549,1597,35-39 years,male,20,5558,Work,670.438781738281,670.438781738281,car,15,6.48,weekday,1,20 to 39,6-10km
85549/1001,NA,85549,1597,35-39 years,male,20,5559,Work,670.438781738281,670.438781738281,car,18,6.6,weekday,2,20 to 39,6-10km
85550/1000,NA,85550,1598,70-74 years,male,20,5560,Shopping,368.036743164062,368.036743164062,car,13,2.62,weekday,1,65 plus,3-5km
85550/1000,NA,85550,1598,70-74 years,male,20,5561,Shopping,368.036743164062,368.036743164062,car,13,2.53,weekday,2,65 plus,3-5km
85550/1001,NA,85550,1599,70-74 years,female,20,5562,Shopping,410.921569824219,410.921569824219,car,13,2.62,weekday,1,65 plus,3-5km
85550/1001,NA,85550,1599,70-74 years,female,20,5563,Shopping,410.921569824219,410.921569824219,car,13,2.53,weekday,2,65 plus,3-5km
85551/1000,NA,85551,1600,45-49 years,female,20,5564,Work,544.801513671875,544.801513671875,car,10,2.03,weekday,1,40 to 64,3-5km
85551/1000,NA,85551,1600,45-49 years,female,20,5565,Shopping,544.801513671875,544.801513671875,car,10,1.86,weekday,2,40 to 64,1-2km
85551/1000,NA,85551,1600,45-49 years,female,20,5566,Shopping,544.801513671875,544.801513671875,car,10,2.16,weekday,3,40 to 64,3-5km
85552/1000,NA,85552,1601,45-49 years,female,20,5567,Work,587.36279296875,587.36279296875,car,30,17.15,weekday,1,40 to 64,>10km
85552/1000,NA,85552,1601,45-49 years,female,20,5568,Work,587.36279296875,587.36279296875,car,45,17.04,weekday,2,40 to 64,>10km
85552/1001,NA,85552,1602,50-54 years,male,20,5569,Other,488.224273681641,488.224273681641,car,25,7.08,weekday,1,40 to 64,6-10km
85552/1001,NA,85552,1602,50-54 years,male,20,5570,Other,488.224273681641,488.224273681641,car,27,7.05,weekday,2,40 to 64,6-10km
85552/1001,NA,85552,1602,50-54 years,male,20,5571,Other,488.224273681641,488.224273681641,car,33,7.08,weekday,3,40 to 64,6-10km
85552/1001,NA,85552,1602,50-54 years,male,20,5572,Other,488.224273681641,488.224273681641,car,40,7.05,weekday,4,40 to 64,6-10km
85553/1000,NA,85553,1603,75-79 years,male,20,5573,Shopping,319.961029052734,319.961029052734,car,10,5.43,weekday,1,65 plus,6-10km
85553/1000,NA,85553,1603,75-79 years,male,20,5574,Shopping,319.961029052734,319.961029052734,car,10,4.92,weekday,2,65 plus,3-5km
85553/1001,NA,85553,1604,70-74 years,female,20,5575,Shopping,410.921569824219,410.921569824219,car,10,5.43,weekday,1,65 plus,6-10km
85553/1001,NA,85553,1604,70-74 years,female,20,5576,Shopping,410.921569824219,410.921569824219,car,10,4.92,weekday,2,65 plus,3-5km
85555/1000,NA,85555,1605,80-84 years,male,20,5577,Leisure,491.522796630859,491.522796630859,pedestrian,40,0,weekday,1,65 plus,<1km
85555/1000,NA,85555,1605,80-84 years,male,20,5578,Other,491.522796630859,491.522796630859,car,10,2.3,weekday,2,65 plus,3-5km
85555/1000,NA,85555,1605,80-84 years,male,20,5579,Other,491.522796630859,491.522796630859,car,10,2.2,weekday,3,65 plus,3-5km
85555/1000,NA,85555,1605,80-84 years,male,20,5580,Shopping,491.522796630859,491.522796630859,car,10,2.95,weekday,4,65 plus,3-5km
85555/1000,NA,85555,1605,80-84 years,male,20,5581,Shopping,491.522796630859,491.522796630859,car,10,3.13,weekday,5,65 plus,3-5km
85555/1000,NA,85555,1605,80-84 years,male,20,5582,Leisure,491.522796630859,491.522796630859,pedestrian,30,0,weekday,6,65 plus,<1km
85555/1001,NA,85555,1606,80-84 years,female,20,5583,Leisure,551.077331542969,551.077331542969,pedestrian,40,0,weekday,1,65 plus,<1km
85555/1001,NA,85555,1606,80-84 years,female,20,5584,Shopping,551.077331542969,551.077331542969,car,10,2.95,weekday,2,65 plus,3-5km
85555/1001,NA,85555,1606,80-84 years,female,20,5585,Shopping,551.077331542969,551.077331542969,car,10,3.13,weekday,3,65 plus,3-5km
85556/1000,NA,85556,1607,70-74 years,female,20,5586,Shopping,410.921569824219,410.921569824219,car,4,1.47,weekday,1,65 plus,1-2km
85556/1000,NA,85556,1607,70-74 years,female,20,5587,Shopping,410.921569824219,410.921569824219,car,4,1.54,weekday,2,65 plus,1-2km
85556/1000,NA,85556,1607,70-74 years,female,20,5588,Leisure,410.921569824219,410.921569824219,car,10,1.74,weekday,3,65 plus,1-2km
85556/1000,NA,85556,1607,70-74 years,female,20,5589,Leisure,410.921569824219,410.921569824219,car,10,1.77,weekday,4,65 plus,1-2km
85556/1001,NA,85556,1608,70-74 years,male,20,5590,Shopping,368.036743164062,368.036743164062,car,4,1.47,weekday,1,65 plus,1-2km
85556/1001,NA,85556,1608,70-74 years,male,20,5591,Shopping,368.036743164062,368.036743164062,car,4,1.54,weekday,2,65 plus,1-2km
85556/1001,NA,85556,1608,70-74 years,male,20,5592,Leisure,368.036743164062,368.036743164062,car,10,1.74,weekday,3,65 plus,1-2km
85556/1001,NA,85556,1608,70-74 years,male,20,5593,Leisure,368.036743164062,368.036743164062,car,10,1.77,weekday,4,65 plus,1-2km
85557/1000,NA,85557,1609,75-79 years,male,20,5594,Other,319.961029052734,319.961029052734,car,17,11.08,weekday,1,65 plus,>10km
85557/1000,NA,85557,1609,75-79 years,male,20,5595,Leisure,319.961029052734,319.961029052734,car,19,4.13,weekday,2,65 plus,3-5km
85557/1000,NA,85557,1609,75-79 years,male,20,5596,Leisure,319.961029052734,319.961029052734,car,23,9.94,weekday,3,65 plus,6-10km
85557/1000,NA,85557,1609,75-79 years,male,20,5597,Leisure,319.961029052734,319.961029052734,pedestrian,20,1.41,weekday,4,65 plus,1-2km
85557/1000,NA,85557,1609,75-79 years,male,20,5598,Leisure,319.961029052734,319.961029052734,pedestrian,20,1.41,weekday,5,65 plus,1-2km
85557/1001,NA,85557,1610,75-79 years,female,20,5599,Other,410.973388671875,410.973388671875,car,17,11.08,weekday,1,65 plus,>10km
85557/1001,NA,85557,1610,75-79 years,female,20,5600,Leisure,410.973388671875,410.973388671875,car,19,4.13,weekday,2,65 plus,3-5km
85557/1001,NA,85557,1610,75-79 years,female,20,5601,Leisure,410.973388671875,410.973388671875,car,23,9.94,weekday,3,65 plus,6-10km
85557/1001,NA,85557,1610,75-79 years,female,20,5602,Leisure,410.973388671875,410.973388671875,pedestrian,20,1.41,weekday,4,65 plus,1-2km
85557/1001,NA,85557,1610,75-79 years,female,20,5603,Leisure,410.973388671875,410.973388671875,pedestrian,20,1.41,weekday,5,65 plus,1-2km
85558/1000,NA,85558,1611,85-89 years,male,20,5604,Shopping,394.444702148438,394.444702148438,car,13,2.33,weekday,1,65 plus,3-5km
85558/1000,NA,85558,1611,85-89 years,male,20,5605,Shopping,394.444702148438,394.444702148438,car,12,2.24,weekday,2,65 plus,3-5km
85558/1000,NA,85558,1611,85-89 years,male,20,5606,Leisure,394.444702148438,394.444702148438,car,13,5.55,weekday,3,65 plus,6-10km
85558/1000,NA,85558,1611,85-89 years,male,20,5607,Leisure,394.444702148438,394.444702148438,car,13,5.54,weekday,4,65 plus,6-10km
85559/1000,NA,85559,1612,80-84 years,female,20,5608,Shopping,551.077331542969,551.077331542969,car,9,2.89,weekday,1,65 plus,3-5km
85559/1000,NA,85559,1612,80-84 years,female,20,5609,Shopping,551.077331542969,551.077331542969,car,7,1.24,weekday,2,65 plus,1-2km
85559/1000,NA,85559,1612,80-84 years,female,20,5610,Shopping,551.077331542969,551.077331542969,car,10,2.28,weekday,3,65 plus,3-5km
85559/1000,NA,85559,1612,80-84 years,female,20,5611,Other,551.077331542969,551.077331542969,car,7,3.05,weekday,4,65 plus,3-5km
85559/1000,NA,85559,1612,80-84 years,female,20,5612,Other,551.077331542969,551.077331542969,car,10,3.03,weekday,5,65 plus,3-5km
85559/1001,NA,85559,1613,80-84 years,male,20,5613,Shopping,491.522796630859,491.522796630859,car,9,2.89,weekday,1,65 plus,3-5km
85559/1001,NA,85559,1613,80-84 years,male,20,5614,Shopping,491.522796630859,491.522796630859,car,7,1.24,weekday,2,65 plus,1-2km
85559/1001,NA,85559,1613,80-84 years,male,20,5615,Shopping,491.522796630859,491.522796630859,car,10,2.28,weekday,3,65 plus,3-5km
85559/1001,NA,85559,1613,80-84 years,male,20,5616,Other,491.522796630859,491.522796630859,car,7,3.05,weekday,4,65 plus,3-5km
85559/1001,NA,85559,1613,80-84 years,male,20,5617,Other,491.522796630859,491.522796630859,car,10,3.03,weekday,5,65 plus,3-5km
85562/1000,NA,85562,1614,55-59 years,female,20,5618,Work,504.977630615234,504.977630615234,car,20,6.24,weekday,1,40 to 64,6-10km
85562/1000,NA,85562,1614,55-59 years,female,20,5619,Work,504.977630615234,504.977630615234,car,20,6.5,weekday,2,40 to 64,6-10km
85562/1001,NA,85562,1615,60-64 years,male,20,5620,Work,439.835845947266,439.835845947266,pedestrian,5,0.6,weekday,1,40 to 64,<1km
85562/1001,NA,85562,1615,60-64 years,male,20,5621,Work,439.835845947266,439.835845947266,bus,45,14.97,weekday,1,40 to 64,>10km
85562/1001,NA,85562,1615,60-64 years,male,20,5622,Work,439.835845947266,439.835845947266,pedestrian,5,0.38,weekday,1,40 to 64,<1km
85562/1001,NA,85562,1615,60-64 years,male,20,5623,Work,439.835845947266,439.835845947266,pedestrian,5,0.26,weekday,2,40 to 64,<1km
85562/1001,NA,85562,1615,60-64 years,male,20,5624,Work,439.835845947266,439.835845947266,bus,55,15.52,weekday,2,40 to 64,>10km
85562/1001,NA,85562,1615,60-64 years,male,20,5625,Work,439.835845947266,439.835845947266,pedestrian,5,0.6,weekday,2,40 to 64,<1km
85562/1002,NA,85562,1616,25-29 years,female,20,5626,Work,1102.109375,1102.109375,pedestrian,5,0.6,weekday,1,20 to 39,<1km
85562/1002,NA,85562,1616,25-29 years,female,20,5627,Work,1102.109375,1102.109375,bus,45,14.97,weekday,1,20 to 39,>10km
85562/1002,NA,85562,1616,25-29 years,female,20,5628,Work,1102.109375,1102.109375,pedestrian,5,0.38,weekday,1,20 to 39,<1km
85562/1002,NA,85562,1616,25-29 years,female,20,5629,Work,1102.109375,1102.109375,pedestrian,5,0.26,weekday,2,20 to 39,<1km
85562/1002,NA,85562,1616,25-29 years,female,20,5630,Work,1102.109375,1102.109375,bus,55,15.52,weekday,2,20 to 39,>10km
85562/1002,NA,85562,1616,25-29 years,female,20,5631,Work,1102.109375,1102.109375,pedestrian,5,0.6,weekday,2,20 to 39,<1km
85563/1000,NA,85563,1617,75-79 years,female,20,5632,Leisure,445.019683837891,445.019683837891,pedestrian,45,0,weekday,1,65 plus,<1km
85563/1000,NA,85563,1617,75-79 years,female,20,5633,Shopping,445.019683837891,445.019683837891,car,10,2.95,weekday,2,65 plus,3-5km
85563/1000,NA,85563,1617,75-79 years,female,20,5634,Shopping,445.019683837891,445.019683837891,car,15,3.25,weekday,3,65 plus,3-5km
85563/1000,NA,85563,1617,75-79 years,female,20,5635,Other,445.019683837891,445.019683837891,car,15,2.51,weekday,4,65 plus,3-5km
85563/1000,NA,85563,1617,75-79 years,female,20,5636,Other,445.019683837891,445.019683837891,car,10,2.57,weekday,5,65 plus,3-5km
85564/1000,NA,85564,1618,60-64 years,female,20,5637,Work,474.000030517578,474.000030517578,car,14,6.22,weekday,1,40 to 64,6-10km
85564/1000,NA,85564,1618,60-64 years,female,20,5638,Shopping,474.000030517578,474.000030517578,car,20,5.05,weekday,2,40 to 64,6-10km
85564/1000,NA,85564,1618,60-64 years,female,20,5639,Shopping,474.000030517578,474.000030517578,car,5,1.29,weekday,3,40 to 64,1-2km
85567/1000,NA,85567,1619,25-29 years,female,20,5640,Work,1022.24871826172,1022.24871826172,car,12,6.36,weekday,1,20 to 39,6-10km
85567/1000,NA,85567,1619,25-29 years,female,20,5641,Other,1022.24871826172,1022.24871826172,car,10,6.32,weekday,2,20 to 39,6-10km
85567/1000,NA,85567,1619,25-29 years,female,20,5642,Other,1022.24871826172,1022.24871826172,car,10,4.95,weekday,3,20 to 39,3-5km
85567/1001,NA,85567,1620,30-34 years,male,20,5643,Work,825.542541503906,825.542541503906,car,55,61.41,weekday,1,20 to 39,>10km
85567/1001,NA,85567,1620,30-34 years,male,20,5644,Work,825.542541503906,825.542541503906,car,60,61.99,weekday,2,20 to 39,>10km
85569/1000,NA,85569,1621,55-59 years,male,20,5645,Work,493.582550048828,493.582550048828,car,32,12.24,weekday,1,40 to 64,>10km
85569/1000,NA,85569,1621,55-59 years,male,20,5646,Work,493.582550048828,493.582550048828,car,50,12.21,weekday,2,40 to 64,>10km
85569/1001,NA,85569,1622,50-54 years,female,20,5647,Leisure,449.832550048828,449.832550048828,pedestrian,60,0,weekday,1,40 to 64,<1km
85569/1001,NA,85569,1622,50-54 years,female,20,5648,Shopping,449.832550048828,449.832550048828,car,10,4.78,weekday,2,40 to 64,3-5km
85569/1001,NA,85569,1622,50-54 years,female,20,5649,Shopping,449.832550048828,449.832550048828,car,10,4.77,weekday,3,40 to 64,3-5km
85573/1001,NA,85573,1623,35-39 years,male,20,5650,Work,621.857666015625,621.857666015625,pedestrian,2,0.17,weekday,1,20 to 39,<1km
85573/1001,NA,85573,1623,35-39 years,male,20,5651,Work,621.857666015625,621.857666015625,train,20,22.57,weekday,1,20 to 39,>10km
85573/1001,NA,85573,1623,35-39 years,male,20,5652,Work,621.857666015625,621.857666015625,pedestrian,5,0.66,weekday,1,20 to 39,<1km
85573/1001,NA,85573,1623,35-39 years,male,20,5653,Work,621.857666015625,621.857666015625,pedestrian,5,0.66,weekday,2,20 to 39,<1km
85573/1001,NA,85573,1623,35-39 years,male,20,5654,Work,621.857666015625,621.857666015625,train,30,22.57,weekday,2,20 to 39,>10km
85573/1001,NA,85573,1623,35-39 years,male,20,5655,Work,621.857666015625,621.857666015625,pedestrian,5,0.17,weekday,2,20 to 39,<1km
85575/1000,NA,85575,1624,50-54 years,female,20,5656,Other,449.832550048828,449.832550048828,car,25,16.38,weekday,1,40 to 64,>10km
85575/1000,NA,85575,1624,50-54 years,female,20,5657,Other,449.832550048828,449.832550048828,car,25,22,weekday,2,40 to 64,>10km
85575/1000,NA,85575,1624,50-54 years,female,20,5658,Other,449.832550048828,449.832550048828,car,15,5.1,weekday,3,40 to 64,6-10km
85575/1001,NA,85575,1625,55-59 years,male,20,5659,Other,493.582550048828,493.582550048828,car,15,11.27,weekday,1,40 to 64,>10km
85575/1001,NA,85575,1625,55-59 years,male,20,5660,Other,493.582550048828,493.582550048828,car,20,11.03,weekday,2,40 to 64,>10km
85576/1000,NA,85576,1626,80-84 years,female,20,5661,Shopping,668.655151367188,668.655151367188,car,15,5.61,weekday,1,65 plus,6-10km
85576/1000,NA,85576,1626,80-84 years,female,20,5662,Shopping,668.655151367188,668.655151367188,car,30,5.62,weekday,2,65 plus,6-10km
85576/1000,NA,85576,1626,80-84 years,female,20,5663,Shopping,668.655151367188,668.655151367188,car,20,7.19,weekday,3,65 plus,6-10km
85576/1000,NA,85576,1626,80-84 years,female,20,5664,Shopping,668.655151367188,668.655151367188,car,20,6.63,weekday,4,65 plus,6-10km
85576/1001,NA,85576,1627,55-59 years,male,20,5665,Shopping,598.893310546875,598.893310546875,car,15,5.61,weekday,1,40 to 64,6-10km
85576/1001,NA,85576,1627,55-59 years,male,20,5666,Shopping,598.893310546875,598.893310546875,car,30,5.62,weekday,2,40 to 64,6-10km
85576/1001,NA,85576,1627,55-59 years,male,20,5667,Shopping,598.893310546875,598.893310546875,car,20,7.19,weekday,3,40 to 64,6-10km
85576/1001,NA,85576,1627,55-59 years,male,20,5668,Shopping,598.893310546875,598.893310546875,car,20,6.63,weekday,4,40 to 64,6-10km
85576/1002,NA,85576,1628,45-49 years,female,20,5669,Work,661.040344238281,661.040344238281,pedestrian,4,0.15,weekday,1,40 to 64,<1km
85576/1002,NA,85576,1628,45-49 years,female,20,5670,Work,661.040344238281,661.040344238281,train,10,1.38,weekday,1,40 to 64,1-2km
85576/1002,NA,85576,1628,45-49 years,female,20,5671,Work,661.040344238281,661.040344238281,pedestrian,2,0.11,weekday,1,40 to 64,<1km
85576/1002,NA,85576,1628,45-49 years,female,20,5672,Work,661.040344238281,661.040344238281,bus,60,16.84,weekday,1,40 to 64,>10km
85576/1002,NA,85576,1628,45-49 years,female,20,5673,Work,661.040344238281,661.040344238281,pedestrian,7,0.07,weekday,1,40 to 64,<1km
85576/1002,NA,85576,1628,45-49 years,female,20,5674,Work,661.040344238281,661.040344238281,pedestrian,10,0.07,weekday,2,40 to 64,<1km
85576/1002,NA,85576,1628,45-49 years,female,20,5675,Work,661.040344238281,661.040344238281,bus,40,12.38,weekday,2,40 to 64,>10km
85576/1002,NA,85576,1628,45-49 years,female,20,5676,Work,661.040344238281,661.040344238281,bus,2,1,weekday,2,40 to 64,1-2km
85576/1002,NA,85576,1628,45-49 years,female,20,5677,Work,661.040344238281,661.040344238281,bus,33,5.89,weekday,2,40 to 64,6-10km
85576/1002,NA,85576,1628,45-49 years,female,20,5678,Work,661.040344238281,661.040344238281,pedestrian,1,0.06,weekday,2,40 to 64,<1km
85578/1000,NA,85578,1629,30-34 years,male,20,5679,Other,1001.68023681641,1001.68023681641,car,15,4.37,weekday,1,20 to 39,3-5km
85578/1000,NA,85578,1629,30-34 years,male,20,5680,Other,1001.68023681641,1001.68023681641,car,14,4.35,weekday,2,20 to 39,3-5km
85578/1000,NA,85578,1629,30-34 years,male,20,5681,Shopping,1001.68023681641,1001.68023681641,car,15,2.89,weekday,3,20 to 39,3-5km
85578/1000,NA,85578,1629,30-34 years,male,20,5682,Shopping,1001.68023681641,1001.68023681641,car,10,2.82,weekday,4,20 to 39,3-5km
85578/1000,NA,85578,1629,30-34 years,male,20,5683,Other,1001.68023681641,1001.68023681641,car,17,4.37,weekday,5,20 to 39,3-5km
85578/1000,NA,85578,1629,30-34 years,male,20,5684,Other,1001.68023681641,1001.68023681641,car,10,4.35,weekday,6,20 to 39,3-5km
85578/1000,NA,85578,1629,30-34 years,male,20,5685,Other,1001.68023681641,1001.68023681641,car,10,5.58,weekday,7,20 to 39,6-10km
85578/1000,NA,85578,1629,30-34 years,male,20,5686,Other,1001.68023681641,1001.68023681641,car,5,5.57,weekday,8,20 to 39,6-10km
85578/1001,NA,85578,1630,35-39 years,female,20,5687,Other,634.367553710938,634.367553710938,car,15,4.37,weekday,1,20 to 39,3-5km
85578/1001,NA,85578,1630,35-39 years,female,20,5688,Other,634.367553710938,634.367553710938,car,14,4.35,weekday,2,20 to 39,3-5km
85578/1001,NA,85578,1630,35-39 years,female,20,5689,Other,634.367553710938,634.367553710938,car,17,4.37,weekday,3,20 to 39,3-5km
85578/1001,NA,85578,1630,35-39 years,female,20,5690,Other,634.367553710938,634.367553710938,car,10,4.35,weekday,4,20 to 39,3-5km
85578/1001,NA,85578,1630,35-39 years,female,20,5691,Other,634.367553710938,634.367553710938,car,10,5.58,weekday,5,20 to 39,6-10km
85578/1001,NA,85578,1630,35-39 years,female,20,5692,Other,634.367553710938,634.367553710938,car,9,5.57,weekday,6,20 to 39,6-10km
85580/1000,NA,85580,1631,60-64 years,female,20,5693,Leisure,437.736572265625,437.736572265625,pedestrian,60,0,weekday,1,40 to 64,<1km
85580/1000,NA,85580,1631,60-64 years,female,20,5694,Leisure,437.736572265625,437.736572265625,car,20,5.62,weekday,2,40 to 64,6-10km
85580/1000,NA,85580,1631,60-64 years,female,20,5695,Leisure,437.736572265625,437.736572265625,car,20,5.63,weekday,3,40 to 64,6-10km
85580/1000,NA,85580,1631,60-64 years,female,20,5696,Shopping,437.736572265625,437.736572265625,car,39,11.7,weekday,4,40 to 64,>10km
85580/1000,NA,85580,1631,60-64 years,female,20,5697,Shopping,437.736572265625,437.736572265625,car,40,11.73,weekday,5,40 to 64,>10km
85580/1000,NA,85580,1631,60-64 years,female,20,5698,Leisure,437.736572265625,437.736572265625,pedestrian,60,0,weekday,6,40 to 64,<1km
85580/1001,NA,85580,1632,60-64 years,male,20,5699,Shopping,407.964630126953,407.964630126953,car,39,11.7,weekday,1,40 to 64,>10km
85580/1001,NA,85580,1632,60-64 years,male,20,5700,Shopping,407.964630126953,407.964630126953,car,40,11.73,weekday,2,40 to 64,>10km
85582/1000,NA,85582,1633,40-44 years,male,20,5701,Work,556.5546875,556.5546875,car,40,18.59,weekday,1,40 to 64,>10km
85582/1000,NA,85582,1633,40-44 years,male,20,5702,Work,556.5546875,556.5546875,car,40,18.73,weekday,2,40 to 64,>10km
85583/1000,NA,85583,1634,20-24 years,male,20,5703,Work,967.1748046875,967.1748046875,pedestrian,3,0.22,weekday,1,20 to 39,<1km
85583/1000,NA,85583,1634,20-24 years,male,20,5704,Work,967.1748046875,967.1748046875,train,5,4.31,weekday,1,20 to 39,3-5km
85583/1000,NA,85583,1634,20-24 years,male,20,5705,Work,967.1748046875,967.1748046875,pedestrian,10,0.99,weekday,1,20 to 39,<1km
85583/1000,NA,85583,1634,20-24 years,male,20,5706,Work,967.1748046875,967.1748046875,pedestrian,10,0.99,weekday,2,20 to 39,<1km
85583/1000,NA,85583,1634,20-24 years,male,20,5707,Work,967.1748046875,967.1748046875,train,7,4.31,weekday,2,20 to 39,3-5km
85583/1000,NA,85583,1634,20-24 years,male,20,5708,Work,967.1748046875,967.1748046875,pedestrian,4,0.22,weekday,2,20 to 39,<1km
85583/1001,NA,85583,1635,35-39 years,female,20,5709,Other,563.662841796875,563.662841796875,car,10,2.23,weekday,1,20 to 39,3-5km
85583/1001,NA,85583,1635,35-39 years,female,20,5710,Other,563.662841796875,563.662841796875,car,9,2.71,weekday,2,20 to 39,3-5km
85583/1001,NA,85583,1635,35-39 years,female,20,5711,Other,563.662841796875,563.662841796875,car,1,0.73,weekday,3,20 to 39,<1km
85583/1004,NA,85583,1636,15-19 years,female,20,5712,Education,456.759735107422,456.759735107422,car,10,2.23,weekday,1,15 to 19,3-5km
85583/1004,NA,85583,1636,15-19 years,female,20,5713,Education,456.759735107422,456.759735107422,car,10,2.16,weekday,2,15 to 19,3-5km
85587/1000,NA,85587,1637,20-24 years,male,20,5714,Work,1396.37475585938,1396.37475585938,pedestrian,5,0.39,weekday,1,20 to 39,<1km
