"persid","hhid","age_band","age_group","age_group_2","sex","work_status","work_full","study_full","occupation_cat","industry_cat","TRAVYEAR","REGION","SA1_CODE_2021","participant_wt","ses","time_base_car","distance_base_car","time_base_walking","distance_base_walking","time_base_public.transport","distance_base_public.transport","time_base_other","distance_base_other","time_base_bicycle","distance_base_bicycle","time_scen_car","distance_scen_car","time_scen_walking","distance_scen_walking","time_scen_public.transport","distance_scen_public.transport","time_scen_other","distance_scen_other","time_scen_bicycle","distance_scen_bicycle","walk_base","walk_scen","walk_base_min"
"83377/1001",83377,"70-74 years",16,72,"female","unemployed","No",NA,"Not in Work Force","Not in Work Force",2020,"Greater Brisbane",31402157830,171.396911621094,9,1.16666666666667,6.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.38454545454545,6.89,"No","No","No"
"83379/1000",83379,"70-74 years",16,72,"male","unemployed","No",NA,"Not in Work Force","Not in Work Force",2020,"Greater Brisbane",31402157830,152.162673950195,9,4.66666666666667,22.01,0,0,0,0,0,0,0,0,4.66666666666667,22.01,0,0,0,0,0,0,0,0,"No","No","No"
"83379/1001",83379,"75-79 years",17,77,"female","unemployed","No",NA,"Not in Work Force","Not in Work Force",2020,"Greater Brisbane",31402157830,181.604446411133,9,4.66666666666667,22.01,0,0,0,0,0,0,0,0,4.66666666666667,22.01,0,0,0,0,0,0,0,0,"No","No","No"
"83383/1000",83383,"75-79 years",17,77,"female","unemployed","No",NA,"Not in Work Force","Not in Work Force",2020,"Greater Brisbane",30306108007,445.019683837891,5,4.66666666666667,29.04,0,0,0,0,0,0,0,0,4.66666666666667,29.04,0,0,0,0,0,0,0,0,"No","No","No"
"83385/1000",83385,"55-59 years",13,57,"female","employed","Yes",NA,"Professional","Health Care and Social Assistance",2020,"Greater Brisbane",30306108007,568.320922851562,5,8.63333333333333,24.47,0,0,0,0,0,0,0,0,3.5,11.15,0,0,0,0,0,0,8.47636363636364,13.32,"No","No","No"
"83385/1001",83385,"50-54 years",12,52,"male","employed","Yes",NA,"Sales Workers","Rental, Hiring and Real Estate Services",2020,"Greater Brisbane",30306108007,549.466125488281,5,19.8333333333333,62.9,0,0,0,0,0,0,1.05,2.22,10.5,40.31,0,0,0,0,0,0,15.4254545454545,24.81,"No","No","No"
"83385/1002",83385,"15-19 years",5,17,"male","unemployed","No",NA,"Not in Work Force","Not in Work Force",2020,"Greater Brisbane",30306108007,609.817321777344,5,10.5,40.31,0,0,0,0,0,0,0,0,10.5,40.31,0,0,0,0,0,0,0,0,"No","No","No"
"83386/1000",83386,"90-94 years",19,92,"female","unemployed","No",NA,"Not in Work Force","Not in Work Force",2020,"Greater Brisbane",30306108007,537.454650878906,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No","No","No"
"83389/1000",83389,"40-44 years",10,42,"female","employed","No",NA,"Sales Workers","Retail Trade",2020,"Greater Brisbane",30306108007,575.516906738281,5,6.41666666666667,10.98,4.08333333333333,4.16,0,0,0,0,0,0,0,0,5.93833333333333,5.22,0,0,0,0,6.31272727272727,9.92,"Yes","Yes","Yes"
"83389/1003",83389,"40-44 years",10,42,"male","employed","Yes",NA,"Sales Workers","Retail Trade",2020,"Greater Brisbane",30306108007,554.12841796875,5,3.5,7.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.65818181818182,7.32,"No","No","No"
"83391/1000",83391,"65-69 years",15,67,"male","unemployed","No",NA,"Not in Work Force","Not in Work Force",2020,"Greater Brisbane",30306108007,351.451293945312,5,0,0,2.56666666666667,1.26,7.35,34.98,0,0,0,0,0,0,2.56666666666667,1.26,7.35,34.98,0,0,0,0,"Yes","Yes","Yes"
"83391/1001",83391,"65-69 years",15,67,"female","unemployed","No",NA,"Not in Work Force","Not in Work Force",2020,"Greater Brisbane",30306108007,304.822784423828,5,0,0,2.56666666666667,1.26,7.35,34.98,0,0,0,0,0,0,2.56666666666667,1.26,7.35,34.98,0,0,0,0,"Yes","Yes","Yes"
"83395/1000",83395,"50-54 years",12,52,"female","employed","Yes",NA,"Community and Personal Service Workers","Transport, Postal and Warehousing",2020,"Greater Brisbane",30306108007,545.808776855469,5,16.6833333333333,82.68,0,0,0,0,0,0,0,0,12.6,74.5,4.9175,2.81,0,0,0,0,3.41727272727273,5.37,"No","Yes","No"
"83395/1001",83395,"15-19 years",5,17,"female","unemployed","No",NA,"Not in Work Force","Not in Work Force",2020,"Greater Brisbane",30306108007,514.0546875,5,8.51666666666667,41.99,0,0,0,0,0,0,0,0,6.18333333333333,36.62,0,0,0,0,0,0,3.41727272727273,5.37,"No","No","No"
"83396/1000",83396,"75-79 years",17,77,"female","unemployed","No",NA,"Not in Work Force","Not in Work Force",2020,"Greater Brisbane",30306108007,410.973388671875,5,1.75,4.48,0,0,0,0,0,0,0,0,0,0,7.84,4.48,0,0,0,0,0,0,"No","Yes","No"
"83396/1001",83396,"80-84 years",18,82,"male","unemployed","No",NA,"Not in Work Force","Not in Work Force",2020,"Greater Brisbane",30306108007,491.522796630859,5,1.75,4.48,0,0,0,0,0,0,0,0,0,0,7.84,4.48,0,0,0,0,0,0,"No","Yes","No"
"83398/1000",83398,"55-59 years",13,57,"female","employed","Yes",NA,"Professional","Education and Training",2020,"Greater Brisbane",30306108007,507.188659667969,5,2.91666666666667,7.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.94454545454546,7.77,"No","No","No"
"83403/1000",83403,"35-39 years",9,37,"female","employed","Yes","Part time","Professional","Public Administration and Safety",2020,"Greater Brisbane",30306108007,563.662841796875,5,0,0,3.73333333333333,1.4,10.3833333333333,34.98,0,0,0,0,0,0,3.73333333333333,1.4,10.3833333333333,34.98,0,0,0,0,"Yes","Yes","Yes"
"83403/1001",83403,"40-44 years",10,42,"male","employed","Yes",NA,"Professional","Transport, Postal and Warehousing",2020,"Greater Brisbane",30306108007,554.12841796875,5,4.08333333333333,8.62,2.33333333333333,1.46,0,0,0,0,0,0,0,0,2.33333333333333,1.46,0,0,0,0,5.48545454545455,8.62,"Yes","Yes","Yes"
"83405/1000",83405,"50-54 years",12,52,"female","employed","No",NA,"Clerical and Administrative Worker","Health Care and Social Assistance",2020,"Greater Brisbane",30306108007,449.832550048828,5,3.5,9.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.18545454545455,9.72,"No","No","No"
"83405/1001",83405,"55-59 years",13,57,"male","employed","Yes",NA,"Sales Workers","Construction",2020,"Greater Brisbane",30306108007,493.582550048828,5,5.83333333333333,27.06,0,0,0,0,0,0,0,0,5.83333333333333,27.06,0,0,0,0,0,0,0,0,"No","No","No"
"83410/1000",83410,"45-49 years",11,47,"female","employed","Yes",NA,"Managers","Financial and Insurance Services",2020,"Greater Brisbane",31001156455,848.014831542969,6,2.91666666666667,4.22,2.33333333333333,0.98,0,0,0,0,0,0,0,0,2.33333333333333,0.98,0,0,0,0,2.68545454545455,4.22,"Yes","Yes","Yes"
"83410/1002",83410,"40-44 years",10,42,"male","employed","Yes",NA,"Technicians and Trades Worker","Professional, Scientific and Technical Services",2020,"Greater Brisbane",31001156455,800.032165527344,6,8.75,44.16,2.33333333333333,0.98,0,0,0,0,0,0,8.75,44.16,2.33333333333333,0.98,0,0,0,0,0,0,"Yes","Yes","Yes"
"83411/1000",83411,"35-39 years",9,37,"female","employed","Yes",NA,"Technicians and Trades Worker","Health Care and Social Assistance",2020,"Greater Brisbane",31001156455,522.818908691406,6,8.75,47.47,0,0,0,0,0,0,0,0,8.75,47.47,0,0,0,0,0,0,0,0,"No","No","No"
"83411/1001",83411,"60-64 years",14,62,"female","unemployed","No",NA,"Not in Work Force","Not in Work Force",2020,"Greater Brisbane",31001156455,437.736572265625,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No","No","No"
"83414/1000",83414,"45-49 years",11,47,"male","unemployed","No",NA,"Not in Work Force","Not in Work Force",2020,"Greater Brisbane",31001156455,493.00732421875,6,0,0,6.41666666666667,4.14,0,0,0,0,0,0,0,0,6.41666666666667,4.14,0,0,0,0,0,0,"Yes","Yes","Yes"
"83415/1000",83415,"75-79 years",17,77,"male","unemployed","No",NA,"Not in Work Force","Not in Work Force",2020,"Greater Brisbane",31001156455,346.467559814453,6,5.36666666666667,21.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.4336363636364,21.11,"No","No","No"
"83417/1000",83417,"50-54 years",12,52,"female","unemployed","No",NA,"Not in Work Force","Not in Work Force",2020,"Greater Brisbane",31001156455,484.974609375,6,7,22.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.3754545454545,22.59,"No","No","No"
"83417/1001",83417,"50-54 years",12,52,"male","employed","Yes",NA,"Professional","Information Media and Telecommunications",2020,"Greater Brisbane",31001156455,488.224273681641,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No","No","No"
"83417/1002",83417,"20-24 years",6,22,"female","employed","Yes",NA,"Professional","Education and Training",2020,"Greater Brisbane",31001156455,856.685302734375,6,9.91666666666667,38.54,0,0,0,0,0,0,0,0,9.33333333333333,36.48,0,0,0,0,0,0,1.31090909090909,2.06,"No","No","No"
"83417/1003",83417,"15-19 years",5,17,"female","unemployed","No","Full time","Not in Work Force","Not in Work Force",2020,"Greater Brisbane",31001156455,456.759735107422,6,4.66666666666667,18.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.7854545454545,18.52,"No","No","No"
"83425/1000",83425,"65-69 years",15,67,"female","employed","No",NA,"Sales Workers","Retail Trade",2020,"Greater Brisbane",31001156455,304.822784423828,6,1.16666666666667,4.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.61545454545455,4.11,"No","No","No"
"83425/1001",83425,"55-59 years",13,57,"male","employed","Yes",NA,"Machinery Operators and Drivers","Construction",2020,"Greater Brisbane",31001156455,493.582550048828,6,17.5,120.56,0,0,0,0,0,0,0,0,17.5,120.56,0,0,0,0,0,0,0,0,"No","No","No"
"83426/1000",83426,"45-49 years",11,47,"female","employed","No",NA,"Professional","Health Care and Social Assistance",2020,"Greater Brisbane",31001156455,587.36279296875,6,8.75,35.9,0,0,0,0,0,0,0,0,5.25,28.38,0,0,0,0,0,0,4.78545454545455,7.52,"No","No","No"
"83426/1001",83426,"45-49 years",11,47,"male","unemployed","No",NA,"Not in Work Force","Not in Work Force",2020,"Greater Brisbane",31001156455,490.858123779297,6,2.91666666666667,5.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.70363636363636,5.82,"No","No","No"
"83426/1002",83426,"20-24 years",6,22,"male","unemployed","No","Full time","Not in Work Force","Not in Work Force",2020,"Greater Brisbane",31001156455,967.1748046875,6,7,52.25,0,0,0,0,0,0,0,0,7,52.25,0,0,0,0,0,0,0,0,"No","No","No"
"83426/1003",83426,"15-19 years",5,17,"male","unemployed","No",NA,"Not in Work Force","Not in Work Force",2020,"Greater Brisbane",31001156455,541.848937988281,6,0,0,5.48333333333333,3.35,11.7833333333333,46.68,0,0,0,0,0,0,5.48333333333333,3.35,11.7833333333333,46.68,0,0,0,0,"Yes","Yes","Yes"
"83427/1000",83427,"65-69 years",15,67,"female","unemployed","No",NA,"Not in Work Force","Not in Work Force",2020,"Greater Brisbane",31001156455,330.075256347656,6,0.933333333333333,3.91,3.5,0.64,0,0,0,0,0,0,0,0,10.3425,4.55,0,0,0,0,0,0,"Yes","Yes","Yes"
"83429/1000",83429,"50-54 years",12,52,"female","employed","Yes",NA,"Professional","Education and Training",2020,"Greater Brisbane",31001156455,487.098052978516,6,8.16666666666667,36.12,0,0,0,0,0,0,0,0,6.53333333333333,29.17,0,0,0,0,0,0,4.42272727272727,6.95,"No","No","No"
"83431/1000",83431,"45-49 years",11,47,"female","employed","Yes",NA,"Professional","Health Care and Social Assistance",2020,"Greater Brisbane",31001156455,544.801513671875,6,10.6166666666667,52.91,0,0,0,0,0,0,0,0,8.05,46.56,0,0,0,0,0,0,4.04090909090909,6.35,"No","No","No"
"83434/1000",83434,"65-69 years",15,67,"male","unemployed","No",NA,"Not in Work Force","Not in Work Force",2020,"Greater Brisbane",31001156455,351.451293945312,6,2.1,3.99,0,0,0,0,0,0,0,0,0,0,3.4475,1.97,0,0,0,0,1.28545454545455,2.02,"No","Yes","No"
"83434/1001",83434,"65-69 years",15,67,"female","unemployed","No",NA,"Not in Work Force","Not in Work Force",2020,"Greater Brisbane",31001156455,304.822784423828,6,2.1,3.99,0,0,0,0,0,0,0,0,0,0,3.4475,1.97,0,0,0,0,1.28545454545455,2.02,"No","Yes","No"
"83438/1000",83438,"50-54 years",12,52,"male","employed","Yes",NA,"Technicians and Trades Worker","Health Care and Social Assistance",2020,"Greater Brisbane",31001156455,452.846740722656,6,1.4,8.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.20545454545455,8.18,"No","No","No"
"83438/1001",83438,"50-54 years",12,52,"female","employed","Yes",NA,"Professional","Education and Training",2020,"Greater Brisbane",31001156455,449.832550048828,6,10.85,33.8,0,0,0,0,0,0,0,0,10.85,33.8,0,0,0,0,0,0,0,0,"No","No","No"
"83439/1000",83439,"75-79 years",17,77,"female","unemployed","No",NA,"Not in Work Force","Not in Work Force",2020,"Greater Brisbane",31001156455,445.019683837891,6,6.41666666666667,33.6,0,0,0,0,0,0,0,0,6.41666666666667,33.6,0,0,0,0,0,0,0,0,"No","No","No"
"83442/1000",83442,"55-59 years",13,57,"female","unemployed","No",NA,"Not in Work Force","Not in Work Force",2020,"Greater Brisbane",31004130215,151.029312133789,4,3.61666666666667,14.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.34181818181818,14.68,"No","No","No"
"83442/1001",83442,"60-64 years",14,62,"male","unemployed","No",NA,"Not in Work Force","Not in Work Force",2020,"Greater Brisbane",31004130215,126.624420166016,4,3.61666666666667,14.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.34181818181818,14.68,"No","No","No"
"83444/1000",83444,"75-79 years",17,77,"female","unemployed","No",NA,"Not in Work Force","Not in Work Force",2020,"Greater Brisbane",31004130215,115.106437683105,4,2.33333333333333,2.96,0,0,0,0,0,0,0,0,0,0,5.18,2.96,0,0,0,0,0,0,"No","Yes","No"
"83444/1001",83444,"55-59 years",13,57,"male","employed","Yes",NA,"Technicians and Trades Worker","Construction",2020,"Greater Brisbane",31004130215,185.705001831055,4,5.25,30.07,0,0,0,0,0,0,0,0,5.25,30.07,0,0,0,0,0,0,0,0,"No","No","No"
"83444/1002",83444,"20-24 years",6,22,"male","employed","Yes",NA,"Sales Workers","Wholesale Trade",2020,"Greater Brisbane",31004130215,233.046676635742,4,12.25,43.5,0,0,0,0,0,0,0,0,8.75,37.58,10.36,5.92,0,0,0,0,0,0,"No","Yes","No"
"83445/1000",83445,"65-69 years",15,67,"male","unemployed","No",NA,"Not in Work Force","Not in Work Force",2020,"Greater Brisbane",31004130215,125.863647460938,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No","No","No"
"83452/1000",83452,"30-34 years",8,32,"female","employed","No",NA,"Labourers","Health Care and Social Assistance",2020,"Greater Brisbane",31004130215,166.980453491211,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No","No","No"
"83452/1001",83452,"40-44 years",10,42,"female","employed","Yes",NA,"Community and Personal Service Workers","Health Care and Social Assistance",2020,"Greater Brisbane",31004130215,175.531768798828,4,8.16666666666667,41.88,0,0,0,0,0,0,0,0,5.83333333333333,37.67,0,0,0,0,0,0,2.67909090909091,4.21,"No","No","No"
"83452/1002",83452,"65-69 years",15,67,"female","employed","Yes",NA,"Labourers","Manufacturing",2020,"Greater Brisbane",31004130215,125.686531066895,4,4.08333333333333,23.09,0,0,0,0,0,0,0,0,4.08333333333333,23.09,0,0,0,0,0,0,0,0,"No","No","No"
"83454/1000",83454,"40-44 years",10,42,"male","employed","Yes",NA,"Professional","Health Care and Social Assistance",2020,"Greater Brisbane",31004130215,129.676559448242,4,3.5,22.03,0,0,0,0,0,0,0,0,3.5,22.03,0,0,0,0,0,0,0,0,"No","No","No"
"83454/1001",83454,"40-44 years",10,42,"female","employed","Yes",NA,"Managers","Health Care and Social Assistance",2020,"Greater Brisbane",31004130215,175.531768798828,4,4.66666666666667,36.1,0,0,0,0,0,0,0,0,4.66666666666667,36.1,0,0,0,0,0,0,0,0,"No","No","No"
"83455/1000",83455,"55-59 years",13,57,"female","employed","Yes",NA,"Machinery Operators and Drivers","Manufacturing",2020,"Greater Brisbane",31004130215,134.014312744141,4,9.33333333333333,36.4,0,0,0,0,0,0,0,0,7,31.75,0,0,0,0,0,0,2.95909090909091,4.65,"No","No","No"
"83459/1000",83459,"55-59 years",13,57,"male","employed","Yes",NA,"Technicians and Trades Worker","Construction",2020,"Greater Brisbane",31004130215,159.136917114258,4,11.0833333333333,57.24,0,0,0,0,0,0,0,0,11.0833333333333,57.24,0,0,0,0,0,0,0,0,"No","No","No"
"83459/1001",83459,"40-44 years",10,42,"female","employed","Yes",NA,"Sales Workers","Retail Trade",2020,"Greater Brisbane",31004130215,141.607559204102,4,3.5,12.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.20909090909091,12.9,"No","No","No"
"83461/1000",83461,"50-54 years",12,52,"male","employed","Yes",NA,"Machinery Operators and Drivers","Construction",2020,"Greater Brisbane",31004130215,184.723663330078,4,7,65.7,0,0,0,0,0,0,0,0,6.41666666666667,63.18,0,0,0,0,0,0,1.60363636363636,2.52,"No","No","No"
"83461/1001",83461,"50-54 years",12,52,"female","employed","Yes",NA,"Labourers","Agriculture, Forestry and Fishing",2020,"Greater Brisbane",31004130215,146.526428222656,4,8.75,49.72,0,0,0,0,0,0,0,0,8.75,49.72,0,0,0,0,0,0,0,0,"No","No","No"
"83464/1000",83464,"45-49 years",11,47,"female","employed","No",NA,"Community and Personal Service Workers","Education and Training",2020,"Greater Brisbane",31004130215,185.58512878418,4,15.6333333333333,62.74,0,0,0,0,0,0,0,0,8.63333333333333,44.29,6.265,3.58,0,0,0,0,9.46272727272727,14.87,"No","Yes","No"
"83464/1001",83464,"45-49 years",11,47,"male","employed","Yes",NA,"Machinery Operators and Drivers","Transport, Postal and Warehousing",2020,"Greater Brisbane",31004130215,171.093643188477,4,21.5833333333333,94.67,0,0,0,0,0,0,0,0,14,72.69,0,0,0,0,0,0,13.9872727272727,21.98,"No","No","No"
"83465/1000",83465,"80-84 years",18,82,"male","unemployed","No",NA,"Not in Work Force","Not in Work Force",2020,"Greater Brisbane",31004130215,174.74186706543,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No","No","No"
"83467/1000",83467,"60-64 years",14,62,"male","employed","Yes",NA,"Labourers","Transport, Postal and Warehousing",2020,"Greater Brisbane",31004130215,126.624420166016,4,3.96666666666667,16.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.6527272727273,16.74,"No","No","No"
"83467/1001",83467,"40-44 years",10,42,"female","unemployed","No",NA,"Not in Work Force","Not in Work Force",2020,"Greater Brisbane",31004130215,141.607559204102,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No","No","No"
"83471/1000",83471,"25-29 years",7,27,"female","employed","No",NA,"Community and Personal Service Workers","Health Care and Social Assistance",2020,"Greater Brisbane",31104156921,379.222839355469,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No","No","No"
"83471/1001",83471,"30-34 years",8,32,"male","employed","Yes",NA,"Labourers","Construction",2020,"Greater Brisbane",31104156921,295.600555419922,8,8.75,48.93,0,0,0,0,0,0,0,0,8.75,48.93,0,0,0,0,0,0,0,0,"No","No","No"
"83478/1000",83478,"50-54 years",12,52,"female","employed","Yes",NA,"Community and Personal Service Workers","Education and Training",2020,"Greater Brisbane",31104156921,120.97093963623,8,4.66666666666667,33.59,0,0,0,0,0,0,0,0,4.66666666666667,33.59,0,0,0,0,0,0,0,0,"No","No","No"
"83478/1001",83478,"55-59 years",13,57,"male","employed","Yes",NA,"Managers","Manufacturing",2020,"Greater Brisbane",31104156921,136.198272705078,8,9.33333333333333,45.46,0,0,0,0,0,0,0,0,9.33333333333333,45.46,0,0,0,0,0,0,0,0,"No","No","No"
"83479/1000",83479,"45-49 years",11,47,"female","employed","Yes",NA,"Machinery Operators and Drivers","Transport, Postal and Warehousing",2020,"Greater Brisbane",31104156921,303.152160644531,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No","No","No"
"83479/1001",83479,"60-64 years",14,62,"male","employed","Yes",NA,"Machinery Operators and Drivers","Transport, Postal and Warehousing",2020,"Greater Brisbane",31104156921,252.12272644043,8,8.16666666666667,40.53,0,0,0,0,0,0,0,0,8.16666666666667,40.53,0,0,0,0,0,0,0,0,"No","No","No"
"83479/1002",83479,"25-29 years",7,27,"male","employed","Yes",NA,"Machinery Operators and Drivers","Transport, Postal and Warehousing",2020,"Greater Brisbane",31104156921,372.594085693359,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No","No","No"
"83479/1003",83479,"30-34 years",8,32,"male","employed","Yes",NA,"Community and Personal Service Workers","Arts and Recreation Services",2020,"Greater Brisbane",31104156921,243.462539672852,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No","No","No"
"83480/1000",83480,"35-39 years",9,37,"male","employed","Yes",NA,"Machinery Operators and Drivers","Construction",2020,"Greater Brisbane",31104156921,259.737060546875,8,8.98333333333333,52.48,0,0,0,0,0,0,0,0,8.16666666666667,46.75,0,0,0,0,0,0,3.64636363636364,5.73,"No","No","No"
"83480/1001",83480,"35-39 years",9,37,"female","employed","Yes",NA,"Clerical and Administrative Worker","Administrative and Support Services",2020,"Greater Brisbane",31104156921,245.514633178711,8,5.83333333333333,17.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.2381818181818,17.66,"No","No","No"
"83484/1000",83484,"60-64 years",14,62,"female","unemployed","No",NA,"Not in Work Force","Not in Work Force",2020,"Greater Brisbane",31104156921,204.986328125,8,15.8666666666667,79.85,0,0,0,0,0,0,0,0,14.4666666666667,76.32,2.2925,1.31,0,0,0,0,1.41272727272727,2.22,"No","Yes","No"
"83487/1000",83487,"40-44 years",10,42,"male","employed","Yes",NA,"Clerical and Administrative Worker","Transport, Postal and Warehousing",2020,"Greater Brisbane",31104156921,260.673889160156,8,0,0,0,0,0,0,10.85,48.87,0,0,0,0,0,0,0,0,10.85,48.87,0,0,"No","No","No"
"83488/1001",83488,"55-59 years",13,57,"female","unemployed","No",NA,"Not in Work Force","Not in Work Force",2020,"Greater Brisbane",31104156921,153.390121459961,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No","No","No"
"83489/1000",83489,"55-59 years",13,57,"female","employed","No",NA,"Sales Workers","Retail Trade",2020,"Greater Brisbane",31104156921,181.938278198242,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No","No","No"
"83489/1001",83489,"60-64 years",14,62,"male","employed","Yes",NA,"Managers","Other Services",2020,"Greater Brisbane",31104156921,210.90705871582,8,33.8333333333333,199.63,0,0,0,0,0,0,0,0,33.8333333333333,199.63,0,0,0,0,0,0,0,0,"No","No","No"
"83489/1002",83489,"20-24 years",6,22,"male","employed","Yes",NA,"Technicians and Trades Worker","Other Services",2020,"Greater Brisbane",31104156921,198.558609008789,8,13.4166666666667,92.02,0,0,0,0,0,0,0,0,13.4166666666667,92.02,0,0,0,0,0,0,0,0,"No","No","No"
"83493/1000",83493,"30-34 years",8,32,"female","employed","Yes","Part time","Sales Workers","Other Services",2020,"Greater Brisbane",31104156921,333.578796386719,8,11.9,63.17,0,0,0,0,0,0,0,0,11.9,63.17,0,0,0,0,0,0,0,0,"No","No","No"
"83493/1001",83493,"30-34 years",8,32,"male","employed","Yes",NA,"Labourers","Manufacturing",2020,"Greater Brisbane",31104156921,243.462539672852,8,7.58333333333333,63.37,0,0,0,0,0,0,0,0,7.58333333333333,63.37,0,0,0,0,0,0,0,0,"No","No","No"
"83497/1000",83497,"55-59 years",13,57,"female","unemployed","No",NA,"Not in Work Force","Not in Work Force",2020,"Greater Brisbane",31104156921,124.50057220459,8,4.2,22.51,0,0,0,0,0,0,0,0,4.2,22.51,0,0,0,0,0,0,0,0,"No","No","No"
"83497/1001",83497,"65-69 years",15,67,"male","unemployed","No",NA,"Not in Work Force","Not in Work Force",2020,"Greater Brisbane",31104156921,136.799423217773,8,1.86666666666667,4.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.83818181818182,4.46,"No","No","No"
"83499/1000",83499,"45-49 years",11,47,"male","employed","Yes",NA,"Technicians and Trades Worker","Manufacturing",2020,"Greater Brisbane",31104156921,156.624847412109,8,12.25,66.79,0,0,0,0,0,0,0,0,10.5,62.65,0,0,0,0,0,0,2.63454545454545,4.14,"No","No","No"
"83560/1000",83560,"35-39 years",9,37,"female","employed","Yes",NA,"Professional","Education and Training",2020,"Greater Brisbane",31103131604,173.152923583984,3,9.91666666666667,54.95,9.33333333333333,4.24,8.16666666666667,49.6,0,0,0,0,7,46.62,15.9833333333333,8.04,8.16666666666667,49.6,0,0,2.88272727272727,4.53,"Yes","Yes","Yes"
"83592/1000",83592,"45-49 years",11,47,"male","employed","Yes",NA,"Clerical and Administrative Worker","Information Media and Telecommunications",2020,"Greater Brisbane",31402157934,189.435119628906,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No","No","No"
"83592/1001",83592,"45-49 years",11,47,"male","employed","Yes",NA,"Professional","Public Administration and Safety",2020,"Greater Brisbane",31402157934,189.435119628906,8,3.5,10.41,2.91666666666667,1.32,8.75,66.06,0,0,0,0,0,0,2.91666666666667,1.32,8.75,66.06,0,0,6.62454545454545,10.41,"Yes","Yes","Yes"
"83594/1000",83594,"20-24 years",6,22,"female","unemployed","No",NA,"Not in Work Force","Not in Work Force",2020,"Greater Brisbane",31402157934,673.038940429688,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No","No","No"
"83594/1001",83594,"25-29 years",7,27,"male","employed","Yes",NA,"Technicians and Trades Worker","Construction",2020,"Greater Brisbane",31402157934,964.048278808594,8,12.8333333333333,120.16,0,0,0,0,0,0,0,0,10.5,112.72,0,0,0,0,0,0,4.73454545454545,7.44,"No","No","No"
"83595/1000",83595,"50-54 years",12,52,"male","employed","Yes",NA,"Professional","Education and Training",2020,"Greater Brisbane",31402157934,294.340179443359,8,11.6666666666667,42.56,0,0,0,0,0,0,0,0,11.6666666666667,42.56,0,0,0,0,0,0,0,0,"No","No","No"
"83595/1001",83595,"50-54 years",12,52,"female","employed","Yes",NA,"Community and Personal Service Workers","Education and Training",2020,"Greater Brisbane",31402157934,308.720367431641,8,6.41666666666667,42.13,0,0,0,0,0,0,0,0,6.41666666666667,42.13,0,0,0,0,0,0,0,0,"No","No","No"
"83595/1002",83595,"15-19 years",5,17,"male","employed","No",NA,"Community and Personal Service Workers","Retail Trade",2020,"Greater Brisbane",31402157934,243.971801757812,8,6.41666666666667,42.13,0,0,0,0,0,0,0,0,6.41666666666667,42.13,0,0,0,0,0,0,0,0,"No","No","No"
"83599/1000",83599,"75-79 years",17,77,"male","unemployed","No",NA,"Not in Work Force","Not in Work Force",2020,"Greater Brisbane",31402157934,186.546875,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No","No","No"
