"persid","hhid","age_band","age_group","age_group_2","sex","work_status","work_full","study_full","occupation_cat","industry_cat","TRAVYEAR","REGION","SA1_CODE_2021","participant_wt","ses","time_base_car","distance_base_car","time_base_walking","distance_base_walking","time_base_public.transport","distance_base_public.transport","time_base_other","distance_base_other","time_base_bicycle","distance_base_bicycle","time_scen_car","distance_scen_car","time_scen_walking","distance_scen_walking","time_scen_public.transport","distance_scen_public.transport","time_scen_other","distance_scen_other","time_scen_bicycle","distance_scen_bicycle","walk_base","walk_scen","walk_base_min"
"89997/1001",89997,"55-59 years",13,57,"female","employed","Yes",NA,"Clerical and Administrative Worker","Administrative and Support Services",2021,"Greater Brisbane",30101100314,94.9781875610352,6,2.91666666666667,21.33,0,0,0,0,0,0,0,0,2.91666666666667,21.33,0,0,0,0,0,0,0,0,"No","No","No"
"89998/1000",89998,"70-74 years",16,72,"female","unemployed","No",NA,"Not in Work Force","Not in Work Force",2021,"Greater Brisbane",30101100314,74.8938827514648,6,3.5,10.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.49727272727273,10.21,"No","No","No"
"89998/1001",89998,"70-74 years",16,72,"male","unemployed","No",NA,"Not in Work Force","Not in Work Force",2021,"Greater Brisbane",30101100314,68.7407379150391,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No","No","No"
"89999/1000",89999,"35-39 years",9,37,"female","employed","Yes",NA,"Professional","Education and Training",2021,"Greater Brisbane",30101100314,69.9950256347656,6,6.18333333333333,18.91,0,0,0,0,0,0,0,0,0,0,0.56,0.32,0,0,0,0,11.83,18.59,"No","Yes","No"
"90001/1001",90001,"45-49 years",11,47,"female","unemployed","No",NA,"Not in Work Force","Not in Work Force",2021,"Greater Brisbane",30101100314,122.150421142578,6,18.7833333333333,75.17,0,0,0,0,0,0,0,0,5.48333333333333,25.19,2.31,1.32,0,0,0,0,30.9654545454545,48.66,"No","Yes","No"
"90001/1002",90001,"15-19 years",5,17,"male","unemployed","No",NA,"Not in Work Force","Not in Work Force",2021,"Greater Brisbane",30101100314,162.666137695312,6,4.08333333333333,17.35,0.7,0.16,8.16666666666667,25.42,0,0,0,0,0,0,0.7,0.16,8.16666666666667,25.42,0,0,11.0409090909091,17.35,"Yes","Yes","No"
"90001/1003",90001,"15-19 years",5,17,"male","unemployed","No",NA,"Not in Work Force","Not in Work Force",2021,"Greater Brisbane",30101100314,162.666137695312,6,4.08333333333333,17.35,0.7,0.18,8.16666666666667,25.39,0,0,0,0,0,0,0.7,0.18,8.16666666666667,25.39,0,0,11.0409090909091,17.35,"Yes","Yes","No"
"90002/1000",90002,"30-34 years",8,32,"female","employed","No",NA,"Sales Workers","Retail Trade",2021,"Greater Brisbane",30101100314,72.7955856323242,6,5.83333333333333,17.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.9581818181818,17.22,"No","No","No"
"90002/1001",90002,"30-34 years",8,32,"male","employed","Yes",NA,"Managers","Public Administration and Safety",2021,"Greater Brisbane",30101100314,94.9313201904297,6,3.5,15.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.0863636363636,15.85,"No","No","No"
"90005/1000",90005,"45-49 years",11,47,"female","employed","Yes",NA,"Community and Personal Service Workers","Health Care and Social Assistance",2021,"Greater Brisbane",30101100314,128.661026000977,6,8.75,28.62,0,0,0,0,0,0,0,0,8.75,28.62,0,0,0,0,0,0,0,0,"No","No","No"
"90005/1001",90005,"15-19 years",5,17,"female","employed","No","Part time","Community and Personal Service Workers","Health Care and Social Assistance",2021,"Greater Brisbane",30101100314,105.895034790039,6,5.83333333333333,12.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.23454545454545,12.94,"No","No","No"
"90005/1002",90005,"15-19 years",5,17,"male","unemployed","No",NA,"Not in Work Force","Not in Work Force",2021,"Greater Brisbane",30101100314,171.336227416992,6,0,0,1.05,0.02,11.0833333333333,22.97,0,0,0,0,0,0,1.05,0.02,11.0833333333333,22.97,0,0,0,0,"Yes","Yes","No"
"90006/1000",90006,"20-24 years",6,22,"male","employed","No","Full time","Community and Personal Service Workers","Accommodation and Food Services",2021,"Greater Brisbane",30101100314,170.835174560547,6,7.58333333333333,44.38,0,0,0,0,0,0,0,0,7.58333333333333,44.38,0,0,0,0,0,0,0,0,"No","No","No"
"90006/1001",90006,"55-59 years",13,57,"male","employed","Yes",NA,"Professional","Information Media and Telecommunications",2021,"Greater Brisbane",30101100314,125.77254486084,6,8.16666666666667,46.72,0,0,0,0,0,0,0,0,8.16666666666667,46.72,0,0,0,0,0,0,0,0,"No","No","No"
"90006/1003",90006,"45-49 years",11,47,"female","employed","Yes",NA,"Managers","Retail Trade",2021,"Greater Brisbane",30101100314,122.150421142578,6,5.6,9.63,0,0,0,0,0,0,0,0,0,0,4.41,2.52,0,0,0,0,4.52454545454545,7.11,"No","Yes","No"
"90007/1000",90007,"30-34 years",8,32,"female","unemployed","No",NA,"Not in Work Force","Not in Work Force",2021,"Greater Brisbane",30101100314,72.7955856323242,6,3.5,21.45,4.08333333333333,2.94,0,0,0,0,0,0,0,0,4.08333333333333,2.94,0,0,0,0,13.65,21.45,"Yes","Yes","Yes"
"90007/1001",90007,"35-39 years",9,37,"male","employed","Yes",NA,"Technicians and Trades Worker","Mining",2021,"Greater Brisbane",30101100314,66.6014175415039,6,9.91666666666667,44.76,0,0,0,0,0,0,0,0,6.41666666666667,23.31,0,0,0,0,0,0,13.65,21.45,"No","No","No"
"90008/1000",90008,"45-49 years",11,47,"male","employed","Yes",NA,"Managers","Construction",2021,"Greater Brisbane",30101100314,131.999420166016,6,5.83333333333333,24.28,0,0,0,0,0,0,0,0,5.83333333333333,24.28,0,0,0,0,0,0,0,0,"No","No","No"
"90008/1001",90008,"40-44 years",10,42,"female","employed","Yes",NA,"Professional","Education and Training",2021,"Greater Brisbane",30101100314,119.332992553711,6,0,0,1.63333333333333,1.36,0,0,0,0,0,0,0,0,1.63333333333333,1.36,0,0,0,0,0,0,"Yes","Yes","No"
"90009/1000",90009,"25-29 years",7,27,"male","employed","Yes",NA,"Technicians and Trades Worker","Other Services",2021,"Greater Brisbane",30101100314,80.8674468994141,6,8.75,40.94,0,0,0,0,0,0,0,0,8.75,40.94,0,0,0,0,0,0,0,0,"No","No","No"
"90009/1001",90009,"20-24 years",6,22,"female","employed","Yes",NA,"Clerical and Administrative Worker","Administrative and Support Services",2021,"Greater Brisbane",30101100314,91.6322708129883,6,3.5,20.48,0,0,0,0,0,0,0,0,3.5,20.48,0,0,0,0,0,0,0,0,"No","No","No"
"90070/1000",90070,"65-69 years",15,67,"female","unemployed","No",NA,"Not in Work Force","Not in Work Force",2021,"Greater Brisbane",31304137544,158.535507202148,10,15.75,139.11,0,0,0,0,0,0,0,0,15.75,139.11,0,0,0,0,0,0,0,0,"No","No","No"
"90070/1001",90070,"75-79 years",17,77,"male","unemployed","No",NA,"Not in Work Force","Not in Work Force",2021,"Greater Brisbane",31304137544,146.185394287109,10,15.75,139.11,0,0,0,0,0,0,0,0,15.75,139.11,0,0,0,0,0,0,0,0,"No","No","No"
"90071/1000",90071,"75-79 years",17,77,"male","unemployed","No",NA,"Not in Work Force","Not in Work Force",2021,"Greater Brisbane",31304137544,146.185394287109,10,14.7,79.13,0,0,0,0,0,0,0,0,14,77.33,3.15,1.8,0,0,0,0,0,0,"No","Yes","No"
"90071/1001",90071,"75-79 years",17,77,"female","unemployed","No",NA,"Not in Work Force","Not in Work Force",2021,"Greater Brisbane",31304137544,181.604446411133,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No","No","No"
"90072/1000",90072,"55-59 years",13,57,"male","employed","Yes",NA,"Technicians and Trades Worker","Other Services",2021,"Greater Brisbane",31304137544,333.321807861328,10,7,20.86,0,0,0,0,0,0,0,0,2.91666666666667,10.23,0,0,0,0,0,0,6.76454545454545,10.63,"No","No","No"
"90074/1000",90074,"70-74 years",16,72,"male","unemployed","No",NA,"Not in Work Force","Not in Work Force",2021,"Greater Brisbane",31304137544,152.162673950195,10,2.33333333333333,10.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.70727272727273,10.54,"No","No","No"
"90074/1001",90074,"65-69 years",15,67,"female","unemployed","No",NA,"Not in Work Force","Not in Work Force",2021,"Greater Brisbane",31304137544,158.535507202148,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No","No","No"
"90075/1000",90075,"35-39 years",9,37,"female","unemployed","No",NA,"Not in Work Force","Not in Work Force",2021,"Greater Brisbane",31304137544,320.457489013672,10,7.23333333333333,23.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.8272727272727,23.3,"No","No","No"
"90075/1001",90075,"40-44 years",10,42,"male","employed","Yes",NA,"Professional","Financial and Insurance Services",2021,"Greater Brisbane",31304137544,387.342620849609,10,5.25,23.25,0,0,0,0,0,0,0,0,5.25,23.25,0,0,0,0,0,0,0,0,"No","No","No"
"90076/1000",90076,"45-49 years",11,47,"female","employed","Yes",NA,"Community and Personal Service Workers","Administrative and Support Services",2021,"Greater Brisbane",31304137544,402.263244628906,10,1.98333333333333,11.83,1.86666666666667,1.32,10.3833333333333,71.54,0,0,0,0,0,0,1.86666666666667,1.32,10.3833333333333,71.54,0,0,7.52818181818182,11.83,"Yes","Yes","No"
"90076/1001",90076,"50-54 years",12,52,"male","employed","Yes",NA,"Professional","Transport, Postal and Warehousing",2021,"Greater Brisbane",31304137544,402.633728027344,10,5.83333333333333,29.44,0,0,0,0,0,0,0,0,2.56666666666667,14.53,0,0,0,0,0,0,9.48818181818182,14.91,"No","No","No"
"90081/1000",90081,"45-49 years",11,47,"female","employed","Yes",NA,"Managers","Other Services",2021,"Greater Brisbane",31304137544,519.730773925781,10,16.9166666666667,91.37,0,0,0,0,0,0,0,0,16.9166666666667,91.37,0,0,0,0,0,0,0,0,"No","No","No"
"90081/1001",90081,"45-49 years",11,47,"male","employed","Yes",NA,"Labourers","Other Services",2021,"Greater Brisbane",31304137544,533.046752929688,10,21.5833333333333,98.2,0,0,0,0,0,0,0,0,21.5833333333333,98.2,0,0,0,0,0,0,0,0,"No","No","No"
"90081/1002",90081,"15-19 years",5,17,"male","employed","No",NA,"Sales Workers","Retail Trade",2021,"Greater Brisbane",31304137544,431.189636230469,10,9.91666666666667,47.09,2.33333333333333,0.92,0,0,0,0,0,0,9.91666666666667,47.09,2.33333333333333,0.92,0,0,0,0,0,0,"Yes","Yes","Yes"
"90082/1000",90082,"45-49 years",11,47,"male","employed","Yes",NA,"Managers","Financial and Insurance Services",2021,"Greater Brisbane",31304137544,533.046752929688,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No","No","No"
"90082/1001",90082,"45-49 years",11,47,"female","unemployed","No",NA,"Not in Work Force","Not in Work Force",2021,"Greater Brisbane",31304137544,519.730773925781,10,0.7,2.51,0,0,0,0,0,0,0,0,0,0,4.3925,2.51,0,0,0,0,0,0,"No","Yes","No"
"90082/1002",90082,"15-19 years",5,17,"female","employed","No",NA,"Community and Personal Service Workers","Health Care and Social Assistance",2021,"Greater Brisbane",31304137544,547.904968261719,10,0.7,2.51,0,0,0,0,0,0,0,0,0,0,4.3925,2.51,0,0,0,0,0,0,"No","Yes","No"
"90082/1003",90082,"15-19 years",5,17,"male","unemployed","No",NA,"Not in Work Force","Not in Work Force",2021,"Greater Brisbane",31304137544,431.189636230469,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No","No","No"
"90083/1000",90083,"30-34 years",8,32,"male","employed","Yes",NA,"Professional","Electricity, Gas, Water and Waste Services",2021,"Greater Brisbane",31304137544,455.562774658203,10,9.91666666666667,43.25,0,0,0,0,0,0,0,0,9.91666666666667,43.25,0,0,0,0,0,0,0,0,"No","No","No"
"90083/1001",90083,"30-34 years",8,32,"female","unemployed","No",NA,"Not in Work Force","Not in Work Force",2021,"Greater Brisbane",31304137544,395.394561767578,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No","No","No"
"90087/1000",90087,"75-79 years",17,77,"female","unemployed","No",NA,"Not in Work Force","Not in Work Force",2021,"Greater Brisbane",31304137544,231.745056152344,10,4.2,16.13,3.5,4.9,0,0,0,0,0,0,0,0,3.5,4.9,0,0,0,0,10.2645454545455,16.13,"Yes","Yes","Yes"
"90090/1000",90090,"35-39 years",9,37,"male","employed","Yes",NA,"Professional","Construction",2021,"Greater Brisbane",31304137544,253.730651855469,10,4.66666666666667,24.68,0,0,0,0,0,0,0,0,4.66666666666667,24.68,0,0,0,0,0,0,0,0,"No","No","No"
"90090/1001",90090,"35-39 years",9,37,"female","unemployed","No",NA,"Not in Work Force","Not in Work Force",2021,"Greater Brisbane",31304137544,234.266296386719,10,0.933333333333333,8.2,0,0,0,0,0,0,0,0,0,0,4.6725,2.67,0,0,0,0,3.51909090909091,5.53,"No","Yes","No"
"90091/1000",90091,"55-59 years",13,57,"male","employed","Yes",NA,"Sales Workers","Retail Trade",2021,"Greater Brisbane",31304137544,261.203918457031,10,16.3333333333333,103.54,0,0,0,0,0,0,0,0,16.3333333333333,103.54,0,0,0,0,0,0,0,0,"No","No","No"
"90091/1001",90091,"50-54 years",12,52,"female","employed","Yes",NA,"Sales Workers","Other Services",2021,"Greater Brisbane",31304137544,193.905059814453,10,9.91666666666667,41.54,0,0,0,0,0,0,0,0,7.58333333333333,38.98,4.48,2.56,0,0,0,0,0,0,"No","Yes","No"
"90093/1000",90093,"40-44 years",10,42,"female","employed","No",NA,"Clerical and Administrative Worker","Construction",2021,"Greater Brisbane",31304137544,460.510681152344,10,0,0,0,0,0,0,0,0,3.85,22.24,0,0,0,0,0,0,0,0,3.85,22.24,"No","No","No"
"90093/1001",90093,"50-54 years",12,52,"male","employed","Yes",NA,"Technicians and Trades Worker","Construction",2021,"Greater Brisbane",31304137544,402.633728027344,10,1.16666666666667,4.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.61545454545455,4.11,"No","No","No"
"90094/1000",90094,"75-79 years",17,77,"female","unemployed","No",NA,"Not in Work Force","Not in Work Force",2021,"Greater Brisbane",31304137544,181.604446411133,10,16.3333333333333,53.01,0,0,0,0,0,0,0,0,7,32.36,0,0,0,0,0,0,13.1409090909091,20.65,"No","No","No"
"90094/1001",90094,"75-79 years",17,77,"male","unemployed","No",NA,"Not in Work Force","Not in Work Force",2021,"Greater Brisbane",31304137544,146.185394287109,10,14,48.1,0,0,0,0,0,0,0,0,7,32.36,0,0,0,0,0,0,10.0163636363636,15.74,"No","No","No"
"90097/1000",90097,"70-74 years",16,72,"male","unemployed","No",NA,"Not in Work Force","Not in Work Force",2021,"Greater Brisbane",31304137544,152.162673950195,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No","No","No"
"90097/1001",90097,"65-69 years",15,67,"female","unemployed","No",NA,"Not in Work Force","Not in Work Force",2021,"Greater Brisbane",31304137544,158.535507202148,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No","No","No"
"90098/1000",90098,"45-49 years",11,47,"female","employed","Yes",NA,"Professional","Education and Training",2021,"Greater Brisbane",31304137544,402.263244628906,10,8.75,36.45,0,0,0,0,0,0,0,0,8.16666666666667,33.58,0,0,0,0,0,0,1.82636363636364,2.87,"No","No","No"
"90098/1001",90098,"45-49 years",11,47,"male","employed","Yes",NA,"Managers","Financial and Insurance Services",2021,"Greater Brisbane",31304137544,412.569610595703,10,23.3333333333333,88.1,0,0,0,0,0,0,0,0,22.1666666666667,85.29,4.9175,2.81,0,0,0,0,0,0,"No","Yes","No"
"90098/1002",90098,"15-19 years",5,17,"male","employed","No",NA,"Sales Workers","Retail Trade",2021,"Greater Brisbane",31304137544,333.733825683594,10,6.41666666666667,31.53,0,0,4.08333333333333,5.57,0,0,0,0,6.41666666666667,31.53,0,0,4.08333333333333,5.57,0,0,0,0,"No","No","No"
"90098/1003",90098,"15-19 years",5,17,"female","employed","No",NA,"Sales Workers","Retail Trade",2021,"Greater Brisbane",31304137544,424.069610595703,10,13.4166666666667,63.97,0,0,0,0,0,0,0,0,13.4166666666667,63.97,0,0,0,0,0,0,0,0,"No","No","No"
"90099/1000",90099,"40-44 years",10,42,"female","employed","No",NA,"Professional","Financial and Insurance Services",2021,"Greater Brisbane",31304137544,460.510681152344,10,0,0,2.33333333333333,1.22,0,0,0,0,2.33333333333333,2.64,0,0,2.33333333333333,1.22,0,0,0,0,2.33333333333333,2.64,"Yes","Yes","Yes"
"90099/1003",90099,"45-49 years",11,47,"male","employed","Yes",NA,"Managers","Transport, Postal and Warehousing",2021,"Greater Brisbane",31304137544,412.569610595703,10,8.75,45.82,0,0,0,0,0,0,0,0,2.33333333333333,14.51,0,0,0,0,0,0,19.9245454545455,31.31,"No","No","No"
"90103/1000",90103,"25-29 years",7,27,"female","unemployed","No",NA,"Not in Work Force","Not in Work Force",2021,"Greater Brisbane",30501110611,1240.35559082031,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No","No","No"
"90103/1001",90103,"30-34 years",8,32,"male","employed","Yes",NA,"Professional","Financial and Insurance Services",2021,"Greater Brisbane",30501110611,1001.68023681641,10,4.66666666666667,8.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.37727272727273,8.45,"No","No","No"
"90107/1000",90107,"25-29 years",7,27,"male","employed","Yes",NA,"Managers","Manufacturing",2021,"Greater Brisbane",30501110611,980.261657714844,10,0,0,7.58333333333333,3.86,0,0,0,0,0,0,0,0,7.58333333333333,3.86,0,0,0,0,0,0,"Yes","Yes","Yes"
"90107/1001",90107,"30-34 years",8,32,"male","employed","Yes",NA,"Clerical and Administrative Worker","Administrative and Support Services",2021,"Greater Brisbane",30501110611,825.542541503906,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No","No","No"
"90111/1000",90111,"25-29 years",7,27,"male","employed","Yes",NA,"Professional","Health Care and Social Assistance",2021,"Greater Brisbane",30501110611,1061.46960449219,10,6.88333333333333,19.81,0,0,0,0,0,0,0,0,0,0,1.4,0.8,0,0,0,0,12.0972727272727,19.01,"No","Yes","No"
"90119/1000",90119,"30-34 years",8,32,"male","employed","Yes",NA,"Community and Personal Service Workers","Transport, Postal and Warehousing",2021,"Greater Brisbane",30501110611,825.542541503906,10,8.16666666666667,26.46,0,0,0,0,0,0,0,0,8.16666666666667,26.46,0,0,0,0,0,0,0,0,"No","No","No"
"90119/1001",90119,"25-29 years",7,27,"male","employed","Yes",NA,"Technicians and Trades Worker","Accommodation and Food Services",2021,"Greater Brisbane",30501110611,980.261657714844,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No","No","No"
"90128/1000",90128,"30-34 years",8,32,"female","employed","Yes",NA,"Professional","Arts and Recreation Services",2021,"Greater Brisbane",30501110611,721.209655761719,10,7.58333333333333,13.59,0,0,0,0,0,0,0,0,0,0,2.2925,1.31,0,0,0,0,7.81454545454545,12.28,"No","Yes","No"
"90130/1000",90130,"50-54 years",12,52,"male","unemployed","No",NA,"Not in Work Force","Not in Work Force",2021,"Greater Brisbane",31004130208,215.5634765625,1,3.5,8.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.47909090909091,8.61,"No","No","No"
"90130/1001",90130,"45-49 years",11,47,"female","unemployed","No","Part time","Not in Work Force","Not in Work Force",2021,"Greater Brisbane",31004130208,185.58512878418,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No","No","No"
"90130/1002",90130,"15-19 years",5,17,"female","unemployed","No",NA,"Not in Work Force","Not in Work Force",2021,"Greater Brisbane",31004130208,203.25634765625,1,0,0,2.33333333333333,1.72,0,0,0,0,0,0,0,0,2.33333333333333,1.72,0,0,0,0,0,0,"Yes","Yes","Yes"
"90131/1000",90131,"55-59 years",13,57,"male","unemployed","No",NA,"Not in Work Force","Not in Work Force",2021,"Greater Brisbane",31004130208,159.136917114258,1,1.16666666666667,4.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.74272727272727,4.31,"No","No","No"
"90131/1001",90131,"55-59 years",13,57,"female","employed","Yes",NA,"Community and Personal Service Workers","Health Care and Social Assistance",2021,"Greater Brisbane",31004130208,151.029312133789,1,1.16666666666667,4.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.74272727272727,4.31,"No","No","No"
"90132/1000",90132,"45-49 years",11,47,"male","unemployed","No",NA,"Not in Work Force","Not in Work Force",2021,"Greater Brisbane",31004130208,130.098175048828,1,1.16666666666667,2.01,0,0,0,0,0,0,0,0,0,0,3.5175,2.01,0,0,0,0,0,0,"No","Yes","No"
"90134/1000",90134,"45-49 years",11,47,"male","employed","Yes",NA,"Technicians and Trades Worker","Manufacturing",2021,"Greater Brisbane",31004130208,171.093643188477,1,5.83333333333333,45.77,0,0,0,0,0,0,0,0,5.83333333333333,45.77,0,0,0,0,0,0,0,0,"No","No","No"
"90134/1001",90134,"15-19 years",5,17,"male","employed","No",NA,"Labourers","Retail Trade",2021,"Greater Brisbane",31004130208,191.803237915039,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No","No","No"
"90134/1002",90134,"15-19 years",5,17,"male","unemployed","No",NA,"Not in Work Force","Not in Work Force",2021,"Greater Brisbane",31004130208,191.803237915039,1,0,0,2.33333333333333,2.1,0,0,0,0,0,0,0,0,2.33333333333333,2.1,0,0,0,0,0,0,"Yes","Yes","Yes"
"90136/1000",90136,"50-54 years",12,52,"female","unemployed","No",NA,"Not in Work Force","Not in Work Force",2021,"Greater Brisbane",31004130208,170.989166259766,1,3.5,15.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.0990909090909,15.87,"No","No","No"
"90136/1001",90136,"15-19 years",5,17,"female","employed","No",NA,NA,"Retail Trade",2021,"Greater Brisbane",31004130208,203.25634765625,1,1.75,8.05,0,0,4.66666666666667,7.89,0,0,0,0,0,0,0,0,4.66666666666667,7.89,0,0,5.12272727272727,8.05,"No","No","No"
"90136/1002",90136,"15-19 years",5,17,"male","unemployed","No",NA,"Not in Work Force","Not in Work Force",2021,"Greater Brisbane",31004130208,191.803237915039,1,1.75,8.05,0,0,4.66666666666667,7.89,0,0,0,0,0,0,0,0,4.66666666666667,7.89,0,0,5.12272727272727,8.05,"No","No","No"
"90138/1000",90138,"20-24 years",6,22,"female","unemployed","No",NA,"Not in Work Force","Not in Work Force",2021,"Greater Brisbane",31004130208,271.554656982422,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No","No","No"
"90138/1001",90138,"20-24 years",6,22,"male","employed","Yes",NA,"Community and Personal Service Workers","Health Care and Social Assistance",2021,"Greater Brisbane",31004130208,233.046676635742,1,18.6666666666667,86.27,0,0,0,0,0,0,0,0,18.6666666666667,86.27,0,0,0,0,0,0,0,0,"No","No","No"
"90141/1000",90141,"45-49 years",11,47,"female","employed","No",NA,"Managers","Health Care and Social Assistance",2021,"Greater Brisbane",31004130208,159.034194946289,1,3.73333333333333,12.92,0,0,0,0,0,0,0,0,0,0,11.34,6.48,0,0,0,0,4.09818181818182,6.44,"No","Yes","No"
"90142/1000",90142,"65-69 years",15,67,"male","unemployed","No",NA,"Not in Work Force","Not in Work Force",2021,"Greater Brisbane",31004130208,125.863647460938,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No","No","No"
"90143/1000",90143,"45-49 years",11,47,"female","unemployed","No",NA,"Not in Work Force","Not in Work Force",2021,"Greater Brisbane",31004130208,185.58512878418,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No","No","No"
"90143/1001",90143,"50-54 years",12,52,"male","employed","Yes",NA,"Machinery Operators and Drivers","Other Services",2021,"Greater Brisbane",31004130208,215.5634765625,1,6.18333333333333,33.78,0,0,0,0,0,0,0,0,6.18333333333333,33.78,0,0,0,0,0,0,0,0,"No","No","No"
"90143/1002",90143,"15-19 years",5,17,"male","unemployed","No",NA,"Not in Work Force","Not in Work Force",2021,"Greater Brisbane",31004130208,191.803237915039,1,0,0,4.9,2.2,0,0,0,0,0,0,0,0,4.9,2.2,0,0,0,0,0,0,"Yes","Yes","Yes"
"90145/1000",90145,"40-44 years",10,42,"female","unemployed","No",NA,"Not in Work Force","Not in Work Force",2021,"Greater Brisbane",31004130208,141.607559204102,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No","No","No"
"90148/1000",90148,"30-34 years",8,32,"female","employed","Yes",NA,"Community and Personal Service Workers","Other Services",2021,"Greater Brisbane",31004130208,166.980453491211,1,0,0,1.16666666666667,0.48,0,0,0,0,0,0,0,0,1.16666666666667,0.48,0,0,0,0,0,0,"Yes","Yes","No"
"90148/1001",90148,"60-64 years",14,62,"female","unemployed","No",NA,"Not in Work Force","Not in Work Force",2021,"Greater Brisbane",31004130208,210.729476928711,1,2.33333333333333,9.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.32545454545455,9.94,"No","No","No"
"90152/1000",90152,"85-89 years",19,87,"female","unemployed","No",NA,"Not in Work Force","Not in Work Force",2021,"Greater Brisbane",31004130208,53.0276336669922,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No","No","No"
"90153/1000",90153,"25-29 years",7,27,"female","unemployed","No",NA,"Not in Work Force","Not in Work Force",2021,"Greater Brisbane",31004130208,474.986541748047,1,2.56666666666667,6.6,0,0,0,0,0,0,0,0,0,0,11.55,6.6,0,0,0,0,0,0,"No","Yes","No"
"90153/1001",90153,"30-34 years",8,32,"male","employed","Yes",NA,"Professional","Education and Training",2021,"Greater Brisbane",31004130208,313.588012695312,1,4.43333333333333,21.37,0,0,0,0,0,0,0,0,4.43333333333333,21.37,0,0,0,0,0,0,0,0,"No","No","No"
"90154/1000",90154,"45-49 years",11,47,"male","employed","No",NA,"Machinery Operators and Drivers","Other Services",2021,"Greater Brisbane",31004130208,130.098175048828,1,1.16666666666667,5.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.60181818181818,5.66,"No","No","No"
"90158/1000",90158,"35-39 years",9,37,"female","employed","Yes",NA,"Professional","Education and Training",2021,"Greater Brisbane",31004130208,126.796051025391,1,8.75,53.5,0,0,0,0,0,0,0,0,5.83333333333333,44.72,0,0,0,0,0,0,5.58727272727273,8.78,"No","No","No"
"90159/1000",90159,"35-39 years",9,37,"male","employed","Yes",NA,"Technicians and Trades Worker","Transport, Postal and Warehousing",2021,"Greater Brisbane",31004130208,124.57698059082,1,4.08333333333333,13.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.85181818181818,13.91,"No","No","No"
"90161/1000",90161,"65-69 years",15,67,"female","unemployed","No",NA,"Not in Work Force","Not in Work Force",2021,"Greater Brisbane",31106133231,129.623992919922,5,0.583333333333333,0.68,0,0,0,0,0,0,0,0,0,0,1.19,0.68,0,0,0,0,0,0,"No","Yes","No"
"90161/1001",90161,"75-79 years",17,77,"male","unemployed","No",NA,"Not in Work Force","Not in Work Force",2021,"Greater Brisbane",31106133231,121.247848510742,5,2.45,9.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.99454545454545,9.42,"No","No","No"
"90163/1000",90163,"30-34 years",8,32,"male","employed","No",NA,"Professional","Arts and Recreation Services",2021,"Greater Brisbane",31106133231,139.366546630859,5,4.08333333333333,16.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.4681818181818,16.45,"No","No","No"
